year,institution,csranking,ranking
2020,"State University of New York, Stony Brook",-1,-1
2020,Walmart,-1,-1
2020,Valeo.ai,-1,-1
2020,Multimedia University,-1,1285
2020,Yonsei University,-1,196
2020,The University of Adelaide,128,120
2020,Lehigh University,266,633
2020,Indian Institute of Technology Bombay,-1,480
2020,Waseda University,266,790
2020,OMRON SINIC X,-1,-1
2020,Harvard University,39,7
2020,Aix Marseille University,-1,329
2020,VMware Inc,-1,-1
2020,Pfizer R&D,-1,-1
2020,Opinheiro,-1,-1
2020,Diffeo,-1,-1
2020,University of Otago,390,218
2020,Universitat de Barcelona,-1,-1
2020,University of Applied Sciences Würzburg-Schweinfurt,-1,-1
2020,Pennsylvania State University,41,-1
2020,Centre for Applied Autonomous Sensor Systems,-1,-1
2020,University of Oregon,205,288
2020,George Washington University,205,198
2020,Icloud,-1,-1
2020,AXA,-1,-1
2020,Chennai Mathematical Institute,-1,-1
2020,"Charles University, Prague",-1,-1
2020,Target,-1,-1
2020,University of Osnabrück,323,-1
2020,"University of Washington, Seattle",6,26
2020,The University of Nottingham,233,152
2020,"Data Lab, Volkswagen Group",-1,-1
2020,"University of Maryland, College Park",12,91
2020,Alphabist,-1,-1
2020,Ecole Normale Superieure de Rennes,100,-1
2020,Shannon.AI,-1,-1
2020,University of Kentucky,233,490
2020,University of Hildesheim,390,-1
2020,Spanish National Research Council,-1,-1
2020,Corp.netease,-1,-1
2020,"University of Texas, Dallas",-1,-1
2020,Pixel Scientia Labs,-1,-1
2020,University of Michigan,8,21
2020,King's College London,172,36
2020,Uppsala University,154,102
2020,Accenture,-1,-1
2020,The City College of New York,-1,-1
2020,Facebook AI Research,-1,-1
2020,"Qualcomm Inc, QualComm",-1,-1
2020,Bytedance,-1,-1
2020,University of Innsbruck,-1,415
2020,SalesForce.com,-1,-1
2020,"Ecole Polytechnique, France",-1,-1
2020,École de technologie supérieure,-1,-1
2020,Kakao Brain,-1,-1
2020,VISA,-1,-1
2020,Huawei Technologies Ltd.,-1,-1
2020,Karlsruhe Institute of Technology,154,174
2020,NORCE the Norwegian Research Center,-1,-1
2020,CONICET,-1,-1
2020,USC/ISI,-1,-1
2020,Synapse-fr,-1,-1
2020,Amadeus IT Group,-1,-1
2020,Universität Osnabrück,-1,-1
2020,IDSIA,-1,-1
2020,"Institut de Physique théorique, CNRS, CEA",-1,-1
2020,Universität Freiburg,-1,-1
2020,University Health Network,-1,-1
2020,Bocconi University,323,-1
2020,Bilkent University,323,548
2020,National Tsing Hua University,172,365
2020,University of Haifa,172,544
2020,Zjuici,-1,-1
2020,Uncharted Technologies,-1,-1
2020,Laval university,-1,272
2020,LaBRI,-1,646
2020,University of Rochester,100,173
2020,Zhejiang University,56,107
2020,University of Alberta,100,136
2020,Sidetrade,-1,-1
2020,Cognizant,-1,-1
2020,Autodesk,-1,-1
2020,JD AI Research,-1,-1
2020,National Institute of Informatics,-1,-1
2020,DGIST,20,-1
2020,"Computer Science Lab  - Pierre and Marie Curie University, Paris, France",-1,-1
2020,SUN YAT-SEN UNIVERSITY,-1,299
2020,University College London,50,-1
2020,University of Cape Town,390,136
2020,Lenovo,-1,-1
2020,Queen's University Belfast,266,204
2020,Nankai University,-1,366
2020,Alibaba Group,-1,-1
2020,Kuaishou,-1,-1
2020,Memorial University of Newfoundland,390,557
2020,LIP6,-1,-1
2020,Università della Svizzera Italiana,143,341
2020,Universidad Sergio Arboleda,-1,-1
2020,Fudan University,79,109
2020,Samsung,-1,-1
2020,Cardiff University,172,196
2020,University of Calgary,172,210
2020,Cold Spring Harbor Laboratory,-1,-1
2020,NASA,266,-1
2020,University of Zurich,143,90
2020,University of Chicago,48,9
2020,University of Wisconsin - Madison,14,51
2020,NVIDIA,-1,-1
2020,SoftServe Inc.,-1,-1
2020,Hebrew University of Jerusalem,67,216
2020,T-Systems on site services GmbH,-1,-1
2020,University of Moratuwa,-1,-1
2020,Nokia Bell Labs,-1,-1
2020,SenseTime Group Limited,-1,-1
2020,Swiss Center for Electronics and Micro Electronics,-1,-1
2020,Kyung Hee,-1,319
2020,Millenium Instititute for Foundational Research on Data,-1,-1
2020,Institute of Science and Technology Austria,-1,-1
2020,Radboud University Medical Center,390,-1
2020,Indian Institute of Technology Hyderabad,-1,713
2020,University of Connecticut,154,393
2020,"Nara Institute of Science and Technology, Japan",-1,-1
2020,University of Erlangen-Nuremberg,205,182
2020,"Department of Computer Science, University of Toronto",18,18
2020,Princeton University,31,6
2020,Xiaomi,-1,-1
2020,Academia Sinica,-1,-1
2020,Toyota Technological Institute at Chicago,-1,-1
2020,Linkedin,-1,-1
2020,Brookhaven National Laboratory,-1,-1
2020,Swansea University,-1,266
2020,MERL,-1,-1
2020,"Preferred Networks, Inc.",-1,-1
2020,Srilanka Institute of information Technology,-1,-1
2020,University of Waterloo,28,235
2020,Kyushu University,-1,460
2020,Skolkovo Institute of Science and Technology,-1,-1
2020,Dolby Laboratories,-1,-1
2020,Carleton University,154,535
2020,University of New South Wales,-1,-1
2020,Peking University,22,24
2020,Hitachi America Ltd.,-1,-1
2020,Baidu,-1,-1
2020,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",59,-1
2020,Vrije Universiteit Amsterdam,-1,138
2020,ITMO University,-1,480
2020,Georgia Tech Research Corporation,-1,-1
2020,Okinawa Institute of Science and Technology (OIST),-1,-1
2020,Allen Institute for Artificial Intelligence,-1,-1
2020,Carlini,-1,-1
2020,"Interdisciplinary Centre for Security, Reliability and Trust (SnT)",-1,-1
2020,Siemens Corporate Research,-1,-1
2020,SAP,323,258
2020,Pontificia Universidad Católica,-1,-1
2020,NEC-Labs,-1,-1
2020,"IRISA, Université Bretagne Sud",-1,-1
2020,AIST,20,110
2020,Indian Institute of Technology Delhi,-1,441
2020,International Institute of Information Technology Hyderabad,-1,-1
2020,Allstate,-1,-1
2020,IQVIA,-1,-1
2020,CISPA Helmholtz Center for Information Security,143,-1
2020,"University of Colorado, Boulder",44,123
2020,"University of Illinois, Urbana-Champaign",-1,-1
2020,Makerere University,-1,605
2020,Michigan Technological University,323,-1
2020,Perimeter Institute,-1,-1
2020,STATS Perform,-1,-1
2020,New York University,25,29
