year,title,papers,paper_data
2020,Stabilizing Neural ODE Networks with Stochasticity,['https://www.semanticscholar.org/paper/Stabilizing-Neural-ODE-Networks-with-Stochasticity-Liu-Xiao/e4ec3b79399475f0854f2f2658d2278ee7993119'],[{'Citations': 0}]
2020,Robustness and/or Redundancy Emerge in Overparametrized Deep Neural Networks,['https://www.semanticscholar.org/paper/Robustness-and%2For-Redundancy-Emerge-in-Deep-Neural-Casper-Boix/2aea663ca2d64a56d94401df673abfc4f705dbdc'],[{'Citations': 0}]
2020,EnsembleNet: End-to-End Optimization of Multi-headed Models,['https://www.semanticscholar.org/paper/EnsembleNet%3A-End-to-End-Optimization-of-Models-Li-Ng/3d8d08ef343035352064fc42c8e7f9531046e597'],[{'Citations': 2}]
2020,PatchVAE: Learning Local Latent Codes for Recognition,['https://www.semanticscholar.org/paper/PatchVAE%3A-Learning-Local-Latent-Codes-for-Gupta-Singh/57c585300cb00fd85cfc06465d1887b36f70bef0'],[{'Citations': 1}]
2020,Improving One-Shot NAS By Suppressing The Posterior Fading,['https://www.semanticscholar.org/paper/Improving-One-shot-NAS-by-Suppressing-the-Posterior-Li-Lin/751623f203341e12bc80e1df3603a183fd3dc3cf'],[{'Citations': 7}]
2020,Min-max Entropy for Weakly Supervised Pointwise Localization,['https://www.semanticscholar.org/paper/Min-max-Entropy-for-Weakly-Supervised-Pointwise-Belharbi-Rony/262e23e9a36b03e1120a056bbfeb5f4aa5ea2898'],[{'Citations': 2}]
2020,Context-Gated Convolution,['https://www.semanticscholar.org/paper/Context-Gated-Convolution-Lin-Ma/119b1526842c105ef9a5b187c13045eb580220e7'],[{'Citations': 1}]
2020,Representational Disentanglement for Multi-Domain Image Completion,['https://www.semanticscholar.org/paper/Representational-Disentanglement-for-Multi-Domain-Shen-Zhu/5d024f03247d015bd7a80491836ef9d613852814'],[{'Citations': 0}]
2020,SCL: Towards Accurate Domain Adaptive Object Detection via Gradient Detach Based Stacked Complementary Losses,['https://www.semanticscholar.org/paper/SCL%3A-Towards-Accurate-Domain-Adaptive-Object-via-Shen-Maheshwari/9fa67b1ae77844c564266c6fec0c58d170b731e7'],[{'Citations': 6}]
2020,Relevant-features based Auxiliary Cells for Robust and Energy Efficient Deep Learning,['https://www.semanticscholar.org/paper/Relevant-features-based-Auxiliary-Cells-for-Robust-Aketi-Panda/492cab669e096c715a906009da00247ba485bba7'],[{'Citations': 0}]
2020,Learning to Transfer Learn,['https://www.semanticscholar.org/paper/Learning-to-Transfer-Learn-Zhu-Arik/bb85eeda0d19501ec875c41d71e368bde339fbe2'],[{'Citations': 1}]
2020,Variational lower bounds on mutual information based on nonextensive statistical mechanics,['https://www.semanticscholar.org/paper/Variational-lower-bounds-on-mutual-information-on-Balaban-Zikun/45926eb46995a68893906b14859fe3e7710b8112'],[{'Citations': 0}]
2020,Instance adaptive adversarial training: Improved accuracy tradeoffs in neural nets,['https://www.semanticscholar.org/paper/Instance-adaptive-adversarial-training%3A-Improved-in-Balaji-Goldstein/a30e33d5323343fd02be10975946e14df4a962e8'],[{'Citations': 12}]
2020,Robust Few-Shot Learning with Adversarially Queried Meta-Learners,['https://www.semanticscholar.org/paper/Robust-Few-Shot-Learning-with-Adversarially-Queried-Goldblum-Fowl/d78421fb6b20851d5a63f89ef2a7a70383a39269'],[{'Citations': 1}]
2020,Mixture Density Networks Find Viewpoint the Dominant Factor for Accurate Spatial Offset Regression,['https://www.semanticscholar.org/paper/Mixture-Density-Networks-Find-Viewpoint-the-Factor-Varamesh-Tuytelaars/80c65c5e97587ec248a3d80f75b8ef5955e066ba'],[{'Citations': 0}]
2020,Learning Adversarial Grammars for Future Prediction,['https://www.semanticscholar.org/paper/Learning-Adversarial-Grammars-for-Future-Prediction-Piergiovanni-Toshev/31b2675cb72716b61605f7deae678ee87a50a1f7'],[{'Citations': 0}]
2020,Dual-Component Deep Domain Adaptation: A New Approach for Cross Project Software Vulnerability Detection,['https://www.semanticscholar.org/paper/Dual-Component-Deep-Domain-Adaptation%3A-A-New-for-Nguyen-L%C3%AA/29980f37967e5bb6c34016a6c100672241c91a82'],[{'Citations': 0}]
2020,State2vec: Off-Policy Successor Feature Approximators,['https://www.semanticscholar.org/paper/State2vec%3A-Off-Policy-Successor-Features-Madjiheurem-Toni/4c183f06ec7cc4fcadc9a4439f8d2f2a28bf0849'],[{'Citations': 1}]
2020,Semi-supervised Autoencoding Projective Dependency Parsing,['https://www.semanticscholar.org/paper/Semi-supervised-Autoencoding-Projective-Dependency-Zhang-Goldwasser/6a90f05c4e047caffc508dd8469611e2c1d59c3d'],[{'Citations': 0}]
2020,Progressive Knowledge Distillation For Generative Modeling,['https://www.semanticscholar.org/paper/Progressive-Knowledge-Distillation-For-Generative-Wang-Bardes/704fceb0f6e8a8236db2f58168a295080a996740'],[{'Citations': 0}]
2020,Lyceum: An efficient and scalable ecosystem for robot learning,['https://www.semanticscholar.org/paper/Lyceum%3A-An-efficient-and-scalable-ecosystem-for-Summers-Lowrey/8c6ef902207d1e9404b182ef0f3f2706d950f934'],[{'Citations': 1}]
2020,Adversarial Attribute Learning by  Exploiting negative correlated attributes,['https://www.semanticscholar.org/paper/Adversarial-Attribute-Learning-by-Exploiting-Tsutsui-Fu/ceb154771ec4067b61fcc0cd2ae2f1adea0b5729'],[{'Citations': 0}]
2020,VISUALIZING POINT CLOUD CLASSIFIERS BY MORPHING POINT CLOUDS INTO POTATOES,['https://www.semanticscholar.org/paper/VISUALIZING-POINT-CLOUD-CLASSIFIERS-BY-MORPHING-Chen-Wu/b66b34229b9187b899f74c6dbc117c6bb867f663'],[{'Citations': 0}]
2020,Learning Multi-Agent Communication Through Structured Attentive Reasoning,['https://www.semanticscholar.org/paper/Learning-Multi-Agent-Coordination-through-Pesce-Montana/585bc8684c3cdc34f3fb4803bec595a3b5ca4456'],[{'Citations': 0}]
2020,The Power of  Semantic Similarity based Soft-Labeling for Generalized Zero-Shot Learning,['https://www.semanticscholar.org/paper/The-Power-of-Semantic-Similarity-based-for-Learning-Daghaghi-Medini/d58b7f4134393be7e51317a260dd9f9713d77520'],[{'Citations': 0}]
2020,Spline Templated Based Handwriting Generation,['https://www.semanticscholar.org/paper/Spline-Templated-Based-Handwriting-Generation-Clothiaux-Starzl/5894834606a5a3eb6bfa2dfd4caecbcb3dd4fd4f'],[{'Citations': 0}]
2020,Improving the robustness of ImageNet classifiers using elements of human visual cognition,['https://www.semanticscholar.org/paper/Improving-the-robustness-of-ImageNet-classifiers-of-Orhan-Lake/61583cc2f186d4a2a14699d6a06364c2894358d3'],[{'Citations': 2}]
2020,Going Deeper with Lean Point Networks,"['https://www.semanticscholar.org/paper/Going-Deeper-with-Lean-Point-Networks-Le-Kokkinos/201b9d85fcb5ec70c39790664b403c40661f6bc3', 'https://www.semanticscholar.org/paper/Going-Deeper-with-Point-Networks-Le-Kokkinos/51e3fbba3f69c8c7d406b4137a9b2e14efa0a51f']","[{'Citations': 0}, {'Citations': 4}]"
2020,Newton Residual Learning,['https://www.semanticscholar.org/paper/Newton-Residual-Learning-Chrysos-Deng/149f81c70971ad0fcbabda15f599fcc53869856e'],[{'Citations': 0}]
2020,Training-Free Uncertainty Estimation for Neural Networks,['https://www.semanticscholar.org/paper/Training-Free-Uncertainty-Estimation-for-Neural-Mi-Wang/963af13517d4ae5abacce3da93e0b23abd130964'],[{'Citations': 2}]
2020,AMUSED: A Multi-Stream Vector Representation Method for Use In Natural Dialogue,['https://www.semanticscholar.org/paper/AMUSED%3A-A-Multi-Stream-Vector-Representation-Method-Kumar-Joshi/fb785f1b8a958ffdba4288369b93365aa3b1d477'],[{'Citations': 0}]
2020,Posterior Sampling: Make Reinforcement Learning Sample Efficient Again,['https://www.semanticscholar.org/paper/Posterior-Sampling%3A-Make-Reinforcement-Learning-Seward-Bergmann/e52b0f99c0170506c938ca4a967f4790594fc504'],[{'Citations': 0}]
2020,Unifying Part Detection And Association For Multi-person Pose Estimation,['https://www.semanticscholar.org/paper/Unifying-Part-Detection-And-Association-For-Pose-Briq-D%C3%B6ring/b4be65c0cdfe8d8a8985af68425d0d3002a1d376'],[{'Citations': 0}]
2020,Slow Thinking Enables Task-Uncertain Lifelong and Sequential Few-Shot Learning,['https://www.semanticscholar.org/paper/Slow-Thinking-Enables-Task-Uncertain-Lifelong-and-Dolor-Chu/7fe6e8011058bf2146a68d925ce3073bb00fa626'],[{'Citations': 0}]
2020,How Aggressive Can Adversarial Attacks Be: Learning Ordered Top-k Attacks,"['https://www.semanticscholar.org/paper/How-Aggressive-Can-Adversarial-Attacks-Be%3A-Learning-Zhang-Wu/4034a67fe072c2cd20be405b9657cd0c33746abe', 'https://www.semanticscholar.org/paper/Learning-Ordered-Top-k-Adversarial-Attacks-via-Zhang-Wu/d4d43809027fa009887435875c5e1f671fd55528']","[{'Citations': 0}, {'Citations': 0}]"
2020,PolyGAN: High-Order Polynomial Generators,['https://www.semanticscholar.org/paper/PolyGAN%3A-High-Order-Polynomial-Generators-Chrysos-Moschoglou/5e088e188bd67f902ac28aef98dc433fc334ecb8'],[{'Citations': 6}]
2020,Semi-Supervised Named Entity Recognition with CRF-VAEs,['https://www.semanticscholar.org/paper/Semi-Supervised-Named-Entity-Recognition-with-Effland-Collins/da632dfcb604d89179518acaaeaed696cc99dae0'],[{'Citations': 0}]
2020,Understanding the (Un)interpretability of Natural Image Distributions Using Generative Models,['https://www.semanticscholar.org/paper/Understanding-the-(un)interpretability-of-natural-Krusinga-Shah/ceb5e51c800e1d243f406da5d004bb39e7f4b6be'],[{'Citations': 5}]
2020,Strong Baseline Defenses Against Clean-Label Poisoning Attacks,['https://www.semanticscholar.org/paper/Strong-Baseline-Defenses-Against-Clean-Label-Gupta-Huang/ffc19585a0770fd2d7cb051ea3f84f1786348e4f'],[{'Citations': 1}]
2020,Domain-Relevant Embeddings for Question Similarity,['https://www.semanticscholar.org/paper/Domain-Relevant-Embeddings-for-Medical-Question-McCreery-Katariya/0138a624b0b074bc6f5eb54e86c0a9e0615a7e1d'],[{'Citations': 0}]
2020,Divide-and-Conquer Adversarial Learning for High-Resolution Image Enhancement,['https://www.semanticscholar.org/paper/Divide-and-Conquer-Adversarial-Learning-for-Image-Huang-Paudel/6d49d1d8c1a4d6812f9625adcf2d9b65e98da0f9'],[{'Citations': 0}]
2020,Learning Out-of-distribution Detection without Out-of-distribution Data,['https://www.semanticscholar.org/paper/Learning-Out-of-distribution-Detection-without-Data-Hsu-Shen/2a6fdf7200d21d16bb6aeb7c5432354c2e528e1f'],[{'Citations': 0}]
2020,ManiGAN: Text-Guided Image Manipulation,['https://www.semanticscholar.org/paper/ManiGAN%3A-Text-Guided-Image-Manipulation-Li-Qi/953667588e089ae99f049e8574d013bb70aa8517'],[{'Citations': 3}]
2020,Empirical observations pertaining to learned priors for deep latent variable models,['https://www.semanticscholar.org/paper/Empirical-observations-pertaining-to-learned-priors-Morrow-Chiu/0d2933a6072c3dab01cebec28f60c5f1f04d12ed'],[{'Citations': 0}]
2020,Variational inference of latent hierarchical dynamical systems in neuroscience: an application to calcium imaging data,['https://www.semanticscholar.org/paper/Variational-inference-of-latent-hierarchical-in-an-Prince-Richards/d658f060f00a7f7c1dbb3adad1eb8ea25f264424'],[{'Citations': 0}]
2020,Characterizing convolutional neural networks with one-pixel signature,['https://www.semanticscholar.org/paper/Characterizing-convolutional-neural-networks-with-Huang-Peng/35f3dba6fc75aa0ddc979dd3b49e14b0b17ed5f4'],[{'Citations': 0}]
2020,Increasing batch size through instance repetition improves generalization,['https://www.semanticscholar.org/paper/Increasing-batch-size-through-instance-repetition-Hoffer-Ben-Nun/283ac18e120b435b666e1132812386270a2e4cfb'],[{'Citations': 0}]
2020,"Mix & Match: training convnets with mixed image sizes for improved accuracy, speed and scale resiliency",['https://www.semanticscholar.org/paper/Mix-%26-Match%3A-training-convnets-with-mixed-image-for-Hoffer-Weinstein/e5fe3ea87e21ff71b77e60c0600f419c255d24d3'],"[{'Citations': 2, 'Cite Background': 1, 'Cite Methods': 1}]"
2020,Revisit Knowledge Distillation: a Teacher-free Framework,"['https://www.semanticscholar.org/paper/Revisit-Knowledge-Distillation%3A-a-Teacher-free-Yuan-Tay/8d2b23f77b10db21d00a5da926cb20ca0d7f907e', 'https://www.semanticscholar.org/paper/Revisiting-Knowledge-Distillation-via-Label-Yuan-Tay/7ea2a78a8d8a6327bd13aa4f2d9ace9231bd9662']","[{'Citations': 10}, {'Citations': 2}]"
2020,On learning visual odometry errors,['https://www.semanticscholar.org/paper/On-learning-visual-odometry-errors-Maio-Lacroix/ea4b8cf2137fa8a1f116f126beeb1c2b2472885b'],[{'Citations': 0}]
2020,Mitigating Posterior Collapse in Strongly Conditioned Variational Autoencoders,['https://www.semanticscholar.org/paper/Mitigating-Posterior-Collapse-in-Strongly-Aliakbarian-Saleh/71490e6b2dcf97ed1eef164026ffb44014296324'],[{'Citations': 0}]
2020,Unsupervised  Video-to-Video Translation via Self-Supervised Learning,['https://www.semanticscholar.org/paper/Unsupervised-Video-to-Video-Translation-via-Liu-Gu/c50ebe0d728534fa543cb6101e423181f60149b9'],[{'Citations': 0}]
2020,ROBUST SINGLE-STEP ADVERSARIAL TRAINING,['https://www.semanticscholar.org/paper/ROBUST-SINGLE-STEP-ADVERSARIAL-TRAINING-Vivek-Babu/ff1a45ecd6fadea5364d09b7a568c345749a4b3f'],[{'Citations': 0}]
2020,Attentive Weights Generation for Few Shot Learning via Information Maximization,['https://www.semanticscholar.org/paper/Attentive-Weights-Generation-for-Few-Shot-Learning-Guo-Cheung/f5003f197aea0bfae680559da9462aa396b07a1d'],[{'Citations': 1}]
2020,DropGrad: Gradient Dropout Regularization for Meta-Learning,['https://www.semanticscholar.org/paper/DropGrad%3A-Gradient-Dropout-Regularization-for-Tseng-Chen/8d17834bb323a96fe638a5ace0895f6ae54caaa9'],[{'Citations': 0}]
2020,Hierarchical Image-to-image Translation with Nested Distributions Modeling,['https://www.semanticscholar.org/paper/Hierarchical-Image-to-image-Translation-with-Nested-Qiao-Wang/47dcbcbd20020aab4496be499252112d32e9cc70'],[{'Citations': 0}]
2020,Deep Neural Forests: An Architecture for Tabular Data,['https://www.semanticscholar.org/paper/Deep-Neural-Forests%3A-An-Architecture-for-Tabular-Abutbul-Elidan/ea5fd088fbe888908215280350ee69f3996d6542'],[{'Citations': 0}]
2020,Is my Deep Learning Model Learning more than I want it to?,['https://www.semanticscholar.org/paper/Is-my-Deep-Learning-Model-Learning-more-than-I-want-Panwar-Tater/960464dde002f17fb12fbdcb911f1ac6f8f07c56'],[{'Citations': 0}]
2020,ADASAMPLE: ADAPTIVE SAMPLING OF HARD POSITIVES FOR DESCRIPTOR LEARNING,['https://www.semanticscholar.org/paper/AdaSample%3A-Adaptive-Sampling-of-Hard-Positives-for-Zhang-Zhang/3f22f112443b9028cd0c183474fa1ab27580e816'],[{'Citations': 1}]
2020,Better Optimization for Neural Architecture Search with Mixed-Level Reformulation,['https://www.semanticscholar.org/paper/Better-Optimization-for-Neural-Architecture-Search-He-Ye/72ef3ee98a7ab73a48406e1a3b5205bc98dec20d'],[{'Citations': 0}]
2020,Neural Reverse Engineering of Stripped Binaries,['https://www.semanticscholar.org/paper/Neural-Reverse-Engineering-of-Stripped-Binaries-David-Alon/030672cf53c11800602dbb66217b3cd1bf4b95e9'],[{'Citations': 8}]
2020,Cost-Effective Interactive Neural Attention Learning,['https://www.semanticscholar.org/paper/Cost-effective-Interactive-Attention-Learning-with-Heo-Park/23269ee8c2c1f11cb6f298aad3ab7df4f57ffb0f'],[{'Citations': 0}]
2020,Gated Channel Transformation for Visual Recognition,['https://www.semanticscholar.org/paper/Gated-Channel-Transformation-for-Visual-Recognition-Yang-Zhu/6a6fa3e3a37b6eebc382a59de8cbc3c6c6eb710d'],[{'Citations': 1}]
2020,Masked Translation Model,['https://www.semanticscholar.org/paper/Masked-Translation-Model-Nix-Kim/93800f8d7dd7647167d2a41bc479fa8cab7b24f3'],[{'Citations': 0}]
2020,Target-directed Atomic Importance Estimation via Reverse Self-attention,['https://www.semanticscholar.org/paper/Target-directed-Atomic-Importance-Estimation-via-Na-Kim/6c832804b7789bc13ac445b7bfd602c7477d04c7'],[{'Citations': 0}]
2020,ProxNet: End-to-End Learning of  Structured Representation by Proximal Mapping,['https://www.semanticscholar.org/paper/ProxNet%3A-End-to-End-Learning-of-Structured-by-Li-Ma/a8368181d2e325fcc397dc535db16946fe5f1e13'],[{'Citations': 0}]
2020,Measure by Measure: Automatic Music Composition with Traditional Western Music Notation,['https://www.semanticscholar.org/paper/Measure-by-Measure%3A-Automatic-Music-Composition-Yan-Duan/2f4187476c51a95572dd021474d280c0a060a8d5'],[{'Citations': 0}]
2020,When Do Variational Autoencoders Know  What They Don't Know?,['https://www.semanticscholar.org/paper/When-Do-Variational-Autoencoders-Know-What-They-Dai-Wipf/8b789780ae556042b338f8c9af82586843f01a0a'],[{'Citations': 0}]
2020,Irrationality can help reward inference,['https://www.semanticscholar.org/paper/Irrationality-can-help-reward-inference-Chan-Critch/c5602e898f9f84d3eb41e00281a6d2463d8196ce'],[{'Citations': 0}]
2020,One Generation Knowledge Distillation by Utilizing Peer Samples,['https://www.semanticscholar.org/paper/One-Generation-Knowledge-Distillation-by-Utilizing-Li-An/389472818b300b55ed6c6e67235d9a602498f7ef'],[{'Citations': 0}]
2020,Guided variational autoencoder for disentanglement learning,['https://www.semanticscholar.org/paper/Guided-Variational-Autoencoder-for-Disentanglement-Ding-Xu/5f4cc3ca463b9b384b6981f2892261239ef25fc0'],[{'Citations': 1}]
2020,Learning Sparsity and Quantization Jointly and Automatically for Neural Network Compression via Constrained Optimization,['https://www.semanticscholar.org/paper/Learning-Sparsity-and-Quantization-Jointly-and-for-Yang-Gui/72ecdebd7b6b2dfe277810b8a9ea92079d03f06a'],[{'Citations': 3}]
2020,FairFace: A Novel Face Attribute Dataset for Bias Measurement and Mitigation,['https://www.semanticscholar.org/paper/FairFace%3A-A-Novel-Face-Attribute-Dataset-for-Bias-K%C3%A4rkk%C3%A4inen-Joo/600aa904746afc41d4d321b23c901da5cdfd1538'],[{'Citations': 0}]
2020,Pruning Depthwise Separable Convolutions for Extra Efficiency Gain of Lightweight Models,['https://www.semanticscholar.org/paper/Pruning-Depthwise-Separable-Convolutions-for-Extra-Tu-Lee/222109e41b77438474600053b4989528facc39d5'],[{'Citations': 0}]
2020,Benchmarking Adversarial Robustness,['https://www.semanticscholar.org/paper/Benchmarking-Adversarial-Robustness-Dong-Fu/7d0c27d1c71056ae5de054b876aaba429d83dee1'],[{'Citations': 3}]
2020,Unsupervised Learning from Video with Deep Neural Embeddings,['https://www.semanticscholar.org/paper/Unsupervised-Learning-from-Video-with-Deep-Neural-Zhuang-Andonian/02cd7e1a888fedd25337a4598f332c5203091e71'],[{'Citations': 4}]
2020,Towards Unifying Neural Architecture Space Exploration and Generalization,['https://www.semanticscholar.org/paper/Towards-Unifying-Neural-Architecture-Space-and-Bhardwaj-Marculescu/c0a3c49c56ef482b507c82e80f20e5277f8a4766'],[{'Citations': 0}]
2020,IEG: Robust neural net training with severe label noises,['https://www.semanticscholar.org/paper/IEG%3A-Robust-neural-net-training-with-severe-label-Zhang-Zhang/783917ae29961bb04c5e680e6fef204c9e64c703'],[{'Citations': 0}]
2020,Stochastic Geodesic Optimization for Neural Networks,['https://www.semanticscholar.org/paper/Stochastic-Geodesic-Optimization-for-Neural-Rashidi-An/a854e7140885795accafbddfd83441d1c4bc7e06'],[{'Citations': 0}]
2020,WEEGNET: an wavelet based Convnet for Brain-computer interfaces,['https://www.semanticscholar.org/paper/WEEGNET%3A-an-wavelet-based-Convnet-for-interfaces-Riyad-Khalil/44d107c32c7c3c691306f18cdc90084ebd489d41'],[{'Citations': 0}]
2020,Classification as Decoder: Trading Flexibility for Control in Multi Domain Dialogue,['https://www.semanticscholar.org/paper/Classification-as-Decoder%3A-Trading-Flexibility-for-Shleifer-Chablani/7b9a99ac52650aed1ae01bb0b129a8c76581169e'],[{'Citations': 0}]
2020,Anomaly Detection and Localization in Images using Guided Attention,['https://www.semanticscholar.org/paper/Anomaly-Detection-and-Localization-in-Images-using-Venkataramanan-Singh/c1806c7b341f1e1e4b8e0f8a5520e50c21351e40'],[{'Citations': 0}]
2020,In-training Matrix Factorization for Parameter-frugal Neural Machine Translation,"['https://www.semanticscholar.org/paper/In-training-Matrix-Factorization-for-Neural-Machine-Kaden-Scao/c78dfdc3b9ed7d869b67e22fcba68d7df7800d27', 'https://www.semanticscholar.org/paper/PARAMETER-FRUGAL-NEURAL-MACHINE-TRANS-LATION-Kaden-Scao/97802cb64260c6b80e64e032c3c6d2fa7f482598']","[{'Citations': 0}, {'Citations': 0}]"
2020,Spatial Information is Overrated for Image Classification,['https://www.semanticscholar.org/paper/Spatial-Information-is-Overrated-for-Image-Fan-Xian/d6ddda8666a054726d40c365794a94666632a30e'],[{'Citations': 0}]
2020,GMM-UNIT: Unsupervised Multi-Domain and Multi-Modal Image-to-Image Translation via Attribute Gaussian Mixture Modelling,['https://www.semanticscholar.org/paper/GMM-UNIT%3A-Unsupervised-Multi-Domain-and-Multi-Modal-Liu-Nadai/30282087b90d9103c8b428a4a6d5ebf4cc84794b'],[{'Citations': 1}]
2020,Information lies in the eye of the beholder: The effect of representations on observed mutual information,['https://www.semanticscholar.org/paper/Information-lies-in-the-eye-of-the-beholder%3A-The-of-Zilly-Hetzel/01d22e58e721474fb3ccc7f284d944ae7ee33b8c'],[{'Citations': 0}]
2020,Quantitatively Disentangling and Understanding Part Information in CNNs,['https://www.semanticscholar.org/paper/Quantitatively-Disentangling-and-Understanding-Part-Zhang-Yang/e4bd1dd7edb0be2e6dbb3ac0a7852e2d8e2e8ccd'],[{'Citations': 0}]
2020,Graph-based motion planning networks,['https://www.semanticscholar.org/paper/Graph-based-motion-planning-networks-Hoang-Vien/49b46f21834ece8c0fcab1ab9174fa81e885418b'],[{'Citations': 0}]
2020,Bridging ELBO objective and MMD,['https://www.semanticscholar.org/paper/Bridging-the-ELBO-and-MMD-Ucar/f840a46204c3a5922a34850cfc67478f719e91a0'],[{'Citations': 1}]
2020,Deep 3D-Zoom Net: Unsupervised Learning of Photo-Realistic 3D-Zoom,['https://www.semanticscholar.org/paper/Deep-3D-Zoom-Net%3A-Unsupervised-Learning-of-3D-Zoom-Bello-Kim/6104cf7304a6ee90eb3b2850ff6c2e06f298710b'],[{'Citations': 4}]
2020,Hierarchical Complement Objective Training,['https://www.semanticscholar.org/paper/Hierarchical-Complement-Objective-Training-Chen-Tsai/67dc968aeb309e5c7137df4133d828fd385a8d2f'],[{'Citations': 0}]
2020,Anomalous Pattern Detection in Activations and Reconstruction Error of Autoencoders,['https://www.semanticscholar.org/paper/Anomalous-Pattern-Detection-in-Activations-and-of-Cintas-Speakman/ebe2c4743c2c96ef1d84b0f7316c01b8398924a7'],[{'Citations': 0}]
2020,Dynamically Balanced Value Estimates for Actor-Critic Methods,['https://www.semanticscholar.org/paper/Dynamically-Balanced-Value-Estimates-for-Methods-Dorka-Boedecker/ac36fb5e781f4664484088525a4009da4edfcfc8'],[{'Citations': 0}]
2020,MultiGrain: a unified image embedding for classes and instances,['https://www.semanticscholar.org/paper/MultiGrain%3A-a-unified-image-embedding-for-classes-Berman-J%C3%A9gou/1e7678467b1807777dcd9be557b79328ce9419a8'],[{'Citations': 6}]
2020,A Simple Geometric Proof for the Benefit of Depth in ReLU Networks,['https://www.semanticscholar.org/paper/A-Simple-Geometric-Proof-for-the-Benefit-of-Depth-Amrami-Goldberg/b9184a2006d1aa19d9d60626a0d196c57d6e6617'],[{'Citations': 0}]
2020,How does Lipschitz Regularization Influence GAN Training?,['https://www.semanticscholar.org/paper/How-does-Lipschitz-Regularization-Influence-GAN-Qin-Mitra/e2ae5e23afbcce774fbfdf2d2a57fcd061ae573e'],[{'Citations': 0}]
2020,SIMULTANEOUS ATTRIBUTED NETWORK EMBEDDING AND CLUSTERING,['https://www.semanticscholar.org/paper/SIMULTANEOUS-ATTRIBUTED-NETWORK-EMBEDDING-AND-Labiod-Nadif/7cd269bc7ba5741f6deea272bde0c65bb98ce84a'],[{'Citations': 0}]
2020,Tree-structured Attention Module for Image Classification,['https://www.semanticscholar.org/paper/Tree-structured-Attention-Module-for-Image-Shin-Bae/01b2215bae4fec3e2890d2c79df8c4eefa03098c'],[{'Citations': 0}]
2020,Task Level Data Augmentation for Meta-Learning,['https://www.semanticscholar.org/paper/Task-Level-Data-Augmentation-for-Meta-Learning-Liu-Chao/cad8008aa338bdc368b01731ff16af6908713996'],[{'Citations': 0}]
2020,Learning Semantic Correspondences from Noisy Data-text Pairs by Local-to-Global Alignments,['https://www.semanticscholar.org/paper/Learning-Semantic-Correspondences-from-Noisy-Pairs-Nie-Wang/ddb88750af264bf218c6b4fac71cafaa2c5ae0dd'],[{'Citations': 0}]
2020,VideoEpitoma: Efficient Recognition of Long-range Actions,['https://www.semanticscholar.org/paper/VideoEpitoma%3A-Efficient-Recognition-of-Long-range-Hussein-Bejnordi/582ff9b43951734e9003a8af35b7b85750f0d501'],[{'Citations': 0}]
2020,StacNAS: Towards Stable and Consistent  Optimization for Differentiable  Neural Architecture Search,['https://www.semanticscholar.org/paper/StacNAS%3A-Towards-stable-and-consistent-optimization-Li-Zhang/babe77137b165baadcd465559c07c55703f3e2ee'],[{'Citations': 4}]
2020,Construction of Macro Actions for Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Construction-of-Macro-Actions-for-Deep-Learning-Chang-Chang/5a44e0877ae4d3b6322164a02d204429604e3daf'],[{'Citations': 1}]
2020,Towards Understanding Generalization in Gradient-Based Meta-Learning,['https://www.semanticscholar.org/paper/Towards-Understanding-Generalization-in-Guiroy-Verma/be9629ff798e04efaedeb8971e10d06b2121f60e'],[{'Citations': 7}]
2020,Structural Multi-agent Learning,['https://www.semanticscholar.org/paper/Structural-Multi-agent-Learning-Han-Ren/9ace77526514ee2c9e6050fcb24eecfef3a21a7a'],[{'Citations': 0}]
2020,AdamT: A Stochastic Optimization with Trend Correction Scheme,['https://www.semanticscholar.org/paper/ADAMT%3A-A-Stochastic-Optimization-with-Trend-Scheme-Zhou-Zheng/e38f26e160ff1c7e0a5db89bb540247a598b7c9c'],[{'Citations': 1}]
2020,Elastic-InfoGAN: Unsupervised Disentangled Representation Learning in Imbalanced Data,['https://www.semanticscholar.org/paper/Elastic-InfoGAN%3A-Unsupervised-Disentangled-Learning-Ojha-Singh/5fe49a1aac79752199e6f33ecc62165f35a05915'],[{'Citations': 0}]
2020,Rethinking Data Augmentation: Self-Supervision and Self-Distillation,['https://www.semanticscholar.org/paper/Rethinking-Data-Augmentation%3A-Self-Supervision-and-Lee-Hwang/65e382449553597ae398f8ac83a235dd377f11c5'],[{'Citations': 13}]
2020,Dynamical Clustering of Time Series Data Using Multi-Decoder RNN Autoencoder,['https://www.semanticscholar.org/paper/Multi-Decoder-RNN-Autoencoder-Based-on-Variational-Kaji-Watanabe/44e570f8c930ad8b33e64c504a464d5e36893d17'],[{'Citations': 0}]
2020,Regularizing Predictions via Class-wise Self-knowledge Distillation,['https://www.semanticscholar.org/paper/Regularizing-Predictions-via-Class-wise-Yun-Park/ea053ee44eefc52ed79604a00a145dd885657c01'],[{'Citations': 2}]
2020,Imbalanced Classification via Adversarial Minority Over-sampling,['https://www.semanticscholar.org/paper/Imbalanced-Classification-via-Adversarial-Minority-Kim-Jeong/5abd39b63df59db035774b94096307e479799fbf'],[{'Citations': 1}]
