year,paper,paper_links,paper_data
2019,Bayesian Deep Learning via Stochastic Gradient MCMC with a Stochastic Approximation Adaptation,['https://www.semanticscholar.org/paper/Bayesian-Deep-Learning-via-Stochastic-Gradient-MCMC-Deng-Zhang/cf7ce5b47960b61aedd601a98175e84e91da6947'],[{'Citations': '0'}]
2019,Physiological Signal Embeddings (PHASE) via Interpretable Stacked Models,['https://www.semanticscholar.org/paper/Physiological-Signal-Embeddings-(PHASE)-via-Stacked-Chen-Lundberg/54b3246050142fca98aba784dc0a55b1f3c0b592'],[{'Citations': '0'}]
2019,ReNeg and Backseat Driver: Learning from demonstration with continuous human feedback,['https://www.semanticscholar.org/paper/ReNeg-and-Backseat-Driver%3A-Learning-from-with-Human-Beck-Papakipos/17146dbba38653ca0680bc0d8bfbeb271782bbde'],[{'Citations': '0'}]
2019,Learning  agents with prioritization and parameter noise in continuous state and action space,['https://www.semanticscholar.org/paper/Learning-Agents-with-Prioritization-and-Parameter-Mangannavar-Srinivasaraghavan/ca7128d9412a349991325a560544db4dd147013b'],"[{'Citations': '2', 'Cite Background': '1'}]"
2019,Gradient Descent Happens in a Tiny Subspace,['https://www.semanticscholar.org/paper/Gradient-Descent-Happens-in-a-Tiny-Subspace-Gur-Ari-Roberts/653335c645c594a02df3081a72ea3eb6bd39d311'],"[{'Citations': '31', 'Highly Influenced Papers': '4', 'Cite Background': '17', 'Cite Methods': '4', 'Cite Results': '2', 'Twitter Mentions': '14'}]"
2019,Nested Dithered Quantization for Communication Reduction in Distributed Training,['https://www.semanticscholar.org/paper/Nested-Dithered-Quantization-for-Communication-in-Abdi-Fekri/4b056f7aeb630246aaf5824fb79929db4f04e986'],[{'Citations': '1'}]
2019,Learned optimizers that outperform on wall-clock and validation loss,"['https://www.semanticscholar.org/paper/Learned-optimizers-that-outperform-on-wall-clock-Metz-Maheswaranathan/3aa1e8cb89be5dc579fdead2e69521c8d51b905a', 'https://www.semanticscholar.org/paper/Learned-optimizers-that-outperform-SGD-on-and-test-Metz-Maheswaranathan/13bf5924b4722cf86ccd3a660cdd18339d225d99']","[{'Citations': '7', 'Cite Background': '4', 'Cite Methods': '3'}, {'Citations': '4', 'Cite Background': '2', 'Cite Methods': '1', 'Cite Results': '1', 'Twitter Mentions': '85'}]"
2019,A Walk with SGD: How SGD Explores Regions of Deep Network Loss?,['https://www.semanticscholar.org/paper/A-Walk-with-SGD%3A-How-SGD-Explores-Regions-of-Deep-Xing-Arpit/ee36c7047070c775ec6836b8786db413de7363e6'],[{'Citations': '0'}]
2019,Combining adaptive algorithms and hypergradient method: a performance and robustness study,['https://www.semanticscholar.org/paper/Combining-adaptive-algorithms-and-hypergradient-a-Erraqabi-Roux/b1c44fa62ff5a47839c12634444377586e51d5bb'],[{'Citations': '1'}]
2019,The Expressive Power of Deep Neural Networks with Circulant Matrices,['https://www.semanticscholar.org/paper/The-Expressive-Power-of-Deep-Neural-Networks-with-Araujo-N%C3%A9grevergne/1fa3956e0d53e352434c2fd3bd8a9834df8e4624'],[{'Citations': '0'}]
2019,The Anisotropic Noise in Stochastic Gradient Descent: Its Behavior of Escaping from Minima and Regularization Effects,['https://www.semanticscholar.org/paper/The-Anisotropic-Noise-in-Stochastic-Gradient-Its-of-Zhu-Wu/1cb0c425f57f1b052b82ce03e26433b98bcba2d2'],"[{'Citations': '45', 'Highly Influenced Papers': '7', 'Cite Background': '23', 'Cite Methods': '4', 'Cite Results': '1'}]"
2019,Stochastic Gradient Push for Distributed Deep Learning,['https://www.semanticscholar.org/paper/Stochastic-Gradient-Push-for-Distributed-Deep-Assran-Loizou/b42c38975f3d3f8bfe4b0c1a6e576c3e297cec38'],"[{'Citations': '58', 'Highly Influenced Papers': '10', 'Cite Background': '36', 'Cite Methods': '21', 'Cite Results': '8', 'Twitter Mentions': '12'}]"
2019,Towards Language Agnostic Universal Representations,['https://www.semanticscholar.org/paper/Towards-Language-Agnostic-Universal-Representations-Aghajanyan-Song/c0affae8445bcd6fd5a84e34ed940bf03c7cb300'],"[{'Citations': '19', 'Twitter Mentions': '19'}]"
2019,Mapping the hyponymy relation of wordnet onto vector Spaces,['https://www.semanticscholar.org/paper/Mapping-the-hyponymy-relation-of-wordnet-onto-Bernardy-Maskharashvili/3a172947c7f054313550127663db24ac26832ded'],[{'Citations': '0'}]
2019,Model Compression with Generative Adversarial Networks,"['https://www.semanticscholar.org/paper/Model-Compression-with-Generative-Adversarial-Liu-Fusi/70cf4e030af070f1a596b413ebe32ee1e054bc8f', 'https://www.semanticscholar.org/paper/Teacher-Student-Compression-with-Generative-Liu-Fusi/60b2e0b0f91432aa7e6500d6d0f92d391c96e717']","[{'Citations': '3', 'Highly Influenced Papers': '1', 'Cite Methods': '3', 'Cite Background': '1', 'Twitter Mentions': '8'}, {'Citations': '6', 'Highly Influenced Papers': '1', 'Cite Background': '4'}]"
2019,Efficient Convolutional Neural Network Training with Direct Feedback Alignment,['https://www.semanticscholar.org/paper/Efficient-Convolutional-Neural-Network-Training-Han-Yoo/b9be53aafd0a3c4b38b3e328e341b7c59a320d3d'],"[{'Citations': '3', 'Cite Background': '2', 'Cite Methods': '1', 'Twitter Mentions': '12'}]"
2019, Large-Scale Visual Speech Recognition,['https://www.semanticscholar.org/paper/Large-Scale-Visual-Speech-Recognition-Shillingford-Assael/e5befd105f7bbd373208522d5b85682116b59c38'],"[{'Citations': '28', 'Highly Influenced Papers': '2', 'Cite Methods': '11', 'Cite Background': '10', 'Cite Results': '2'}]"
2019,The effectiveness of layer-by-layer training using the information bottleneck principle,['https://www.semanticscholar.org/paper/The-effectiveness-of-layer-by-layer-training-using-Elad-Haviv/b02c4192be83f622bb5002dc85e6d5d752b923a5'],"[{'Citations': '7', 'Cite Background': '1'}]"
2019,The Case for Full-Matrix Adaptive Regularization,['https://www.semanticscholar.org/paper/The-Case-for-Full-Matrix-Adaptive-Regularization-Agarwal-Bullins/e65ad78ab5bf8932b474ae5661509705100bd18b'],"[{'Citations': '12', 'Highly Influenced Papers': '2', 'Cite Background': '5', 'Cite Methods': '5'}]"
2019,What Information Does a ResNet Compress?,['https://www.semanticscholar.org/paper/What-Information-Does-a-ResNet-Compress-Darlow-Storkey/f831942313649f1ac34e280acfc47c975202f459'],[{'Citations': '1'}]
2019,Information Regularized Neural Networks,['https://www.semanticscholar.org/paper/Information-Regularized-Neural-Networks-Zhao-Zhang/ec9d5e537d1f422d51304d8c6d3b5aa4fe24c160'],[{'Citations': '1'}]
2019,NICE: noise injection and clamping estimation for neural network quantization,['https://www.semanticscholar.org/paper/NICE%3A-Noise-Injection-and-Clamping-Estimation-for-Baskin-Liss/8193f2629a818320ac1529e0c3eedca46fa2b3b4'],"[{'Citations': '22', 'Highly Influenced Papers': '2', 'Cite Methods': '13', 'Cite Background': '8', 'Cite Results': '2', 'Twitter Mentions': '7'}]"
2019,Mean Replacement Pruning  ,['https://www.semanticscholar.org/paper/Mean-Replacement-Pruning-Evci-Roux/936f3eae233cbb9b3c448f137dfa61bca6a52e43'],"[{'Citations': '1', 'Cite Methods': '1'}]"
2019,The Effectiveness of Pre-Trained Code Embeddings,['https://www.semanticscholar.org/paper/The-Effectiveness-of-Pre-Trained-Code-Embeddings-Trevett-Reay/7c7a755c8cb721a0a1ba32037d880e3508a7ae76'],"[{'Citations': '1', 'Cite Background': '1'}]"
2019,Laplacian Networks: Bounding Indicator Function Smoothness for Neural Networks Robustness,['https://www.semanticscholar.org/paper/Laplacian-Networks%3A-Bounding-Indicator-Function-for-Lassance-Gripon/73d68724f6dbed162a3ba834e1281f3c04c079b0'],"[{'Citations': '4', 'Cite Background': '4', 'Cite Methods': '2', 'Cite Results': '1', 'Twitter Mentions': '5'}]"
2019,Jumpout: Improved Dropout for Deep Neural Networks with Rectified Linear Units,['https://www.semanticscholar.org/paper/Jumpout%3A-Improved-Dropout-for-Deep-Neural-Networks-Wang-Zhou/d2fe6f0276a334cef2e136d98eeaa878acdaae3e'],[{'Citations': '0'}]
2019,Causal importance of orientation selectivity for generalization in image recognition,['https://www.semanticscholar.org/paper/Causal-importance-of-orientation-selectivity-for-in-Ukita/d7badcc2fdb1a33db13bf53c475882bd8aa33e58'],"[{'Citations': '2', 'Highly Influenced Papers': '1', 'Cite Background': '1'}]"
2019,Backprop with Approximate Activations for Memory-efficient Network Training,['https://www.semanticscholar.org/paper/Backprop-with-Approximate-Activations-for-Network-Chakrabarti-Moseley/ea9a7ebdbf99e2ef1934af77b39f74182bc1a4fa'],[{'Citations': '1'}]
2019,Experience replay for continual learning,['https://www.semanticscholar.org/paper/Experience-Replay-for-Continual-Learning-Rolnick-Ahuja/d9ff7a9344dd5d6653bd7a02bfd704422bb29951'],"[{'Citations': '44', 'Highly Influenced Papers': '2', 'Cite Background': '23', 'Cite Methods': '9', 'Twitter Mentions': '11'}]"
2019,Doubly Sparse: Sparse Mixture of Sparse Experts for Efficient Softmax Inference,['https://www.semanticscholar.org/paper/Doubly-Sparse%3A-Sparse-Mixture-of-Sparse-Experts-for-Liao-Chen/06b1814402b062e6af0465a17f55babc5bfd1a47'],[{'Citations': '0'}]
2019,LARGE BATCH SIZE TRAINING OF NEURAL NETWORKS WITH ADVERSARIAL TRAINING AND SECOND-ORDER INFORMATION,['https://www.semanticscholar.org/paper/Large-batch-size-training-of-neural-networks-with-Yao-Gholami/1a5af550a8a6350d388e0b3965301f00037d7d3f'],"[{'Citations': '12', 'Cite Background': '7', 'Cite Methods': '6', 'Cite Results': '1', 'Twitter Mentions': '7'}]"
2019,Double Neural Counterfactual Regret Minimization,['https://www.semanticscholar.org/paper/Double-Neural-Counterfactual-Regret-Minimization-Li-Hu/b7a30e04aeb0ee7bb1a739d94c5dd785d00f3b25'],"[{'Citations': '9', 'Highly Influenced Papers': '2', 'Cite Background': '5', 'Cite Methods': '3', 'Twitter Mentions': '4'}]"
2019,Escaping Flat Areas via Function-Preserving Structural Network Modifications,['https://www.semanticscholar.org/paper/Escaping-Flat-Areas-via-Function-Preserving-Network-Kilcher-B%C3%A9cigneul/2c74a6477788e2017d3042fee8a1950ba2b47be2'],[{'Citations': '0'}]
2019,DEFactor: Differentiable Edge Factorization-based Probabilistic Graph Generation,['https://www.semanticscholar.org/paper/DEFactor%3A-Differentiable-Edge-Factorization-based-Assouel-Ahmed/f4f906e9c02921734203a61915e22b3b0cb09216'],"[{'Citations': '14', 'Highly Influenced Papers': '1', 'Cite Background': '5', 'Cite Methods': '3', 'Twitter Mentions': '4'}]"
2019,Neural Random Projections for Language Modelling,['https://www.semanticscholar.org/paper/Neural-Random-Projections-for-Language-Modelling-Nunes-Antunes/4a137715dc323f0646c71626f6ea7e9585120499'],"[{'Citations': '2', 'Cite Methods': '1', 'Twitter Mentions': '12'}]"
2019,NATTACK: A STRONG AND UNIVERSAL GAUSSIAN BLACK-BOX ADVERSARIAL ATTACK,['https://www.semanticscholar.org/paper/NATTACK%3A-A-STRONG-AND-UNIVERSAL-GAUSSIAN-BLACK-BOX-Li-Li/6636f50035ec7b8af547f01723cd5ce50c6d2177'],"[{'Citations': '3', 'Highly Influenced Papers': '2', 'Cite Methods': '2', 'Cite Background': '1'}]"
2019,Improved resistance of neural networks to adversarial images through generative pre-training,['https://www.semanticscholar.org/paper/Improved-resistance-of-neural-networks-to-images-Wabnig/f7fdcb238b180b9621128785a0813a84308fc347'],[{'Citations': '0'}]
2019,Select Via Proxy: Efficient Data Selection For Training Deep Networks,['https://www.semanticscholar.org/paper/Select-Via-Proxy%3A-Efficient-Data-Selection-For-Deep-Coleman-Mussmann/70c3b43f2352ded273ce6b7c0a5f5213137a3663'],"[{'Citations': '8', 'Cite Background': '5', 'Cite Methods': '1'}]"
2019,Generalized Capsule Networks with Trainable Routing Procedure,['https://www.semanticscholar.org/paper/Generalized-Capsule-Networks-with-Trainable-Routing-Chen-Crandall/935820be84522551e36bc3f35bf7d8dad868f173'],"[{'Citations': '13', 'Highly Influenced Papers': '2', 'Cite Background': '7', 'Cite Methods': '5', 'Twitter Mentions': '6'}]"
2019,Padam: Closing the Generalization Gap of Adaptive Gradient Methods in Training Deep Neural Networks,['https://www.semanticscholar.org/paper/Closing-the-Generalization-Gap-of-Adaptive-Gradient-Chen-Gu/3a7f661d157cfb689bb35969e1a0fccccf8ba698'],"[{'Citations': '46', 'Highly Influenced Papers': '10', 'Cite Background': '22', 'Cite Methods': '15', 'Twitter Mentions': '32'}]"
2019,Text Embeddings for Retrieval from a Large Knowledge Base,['https://www.semanticscholar.org/paper/Text-Embeddings-for-Retrieval-From-a-Large-Base-Cakaloglu-Szegedy/a2c39877b4e9ec87c86e222e656e738dc2569948'],"[{'Citations': '4', 'Highly Influenced Papers': '1', 'Cite Methods': '2', 'Cite Background': '1', 'Twitter Mentions': '3'}]"
2019,Combining Learned Representations for Combinatorial Optimization,['https://www.semanticscholar.org/paper/Combining-Learned-Representations-for-Combinatorial-Patel-Salahuddin/bc1e16b3613cb5eb7c98d7a732396b761f02c4d7'],[{'Citations': '0'}]
2019,Intriguing Properties of Learned Representations,['-1'],"[{'Citations': '-1', 'Highly Influenced Papers': '-1', 'Cite Background': '-1', 'Cite Methods': '-1', 'Cite Results': '-1', 'Twitter Mentions': '-1'}]"
2019,Predictive Local Smoothness for Stochastic Gradient Methods,['https://www.semanticscholar.org/paper/Predictive-Local-Smoothness-for-Stochastic-Gradient-Li-Liu/4bfb43f8c29471c5bed092b4cb700c2ecf81a98a'],"[{'Citations': '2', 'Cite Background': '2', 'Twitter Mentions': '7'}]"
2019,Accelerating first order optimization algorithms,['https://www.semanticscholar.org/paper/Accelerating-First-Order-Optimization-Algorithms-Tato-Nkambou/3844f85d74a1cae3ea550ecf8155471e88aee7da'],[{'Citations': '0'}]
2019,An Analysis of Composite Neural Network Performance from Function Composition Perspective,['https://www.semanticscholar.org/paper/An-Analysis-of-Composite-Neural-Network-Performance-Yang-Chen/64b0e5736d234be4223fcc1f06450fa3766f2674'],"[{'Citations': '1', 'Highly Influenced Papers': '1', 'Cite Background': '1'}]"
2019,Complexity of Training ReLU Neural Networks,"['https://www.semanticscholar.org/paper/Complexity-of-Training-ReLU-Neural-Networks-Boob-Dey/2adccc475fe24b0762e473a7a5e600c986f6c51c', 'https://www.semanticscholar.org/paper/Complexity-of-Training-ReLU-Neural-Network-Boob-Dey/300679fcc4803310c10958ea40dddd69a22cfef0']","[{'Citations': '8', 'Cite Background': '1', 'Cite Results': '1'}, {'Citations': '10', 'Cite Background': '4', 'Twitter Mentions': '10'}]"
2019,Backdrop: Stochastic Backpropagation,['https://www.semanticscholar.org/paper/Backdrop%3A-Stochastic-Backpropagation-Golkar-Cranmer/e6736b2b46b0b154d66a07397249924dd73e39c6'],"[{'Citations': '1', 'Twitter Mentions': '129'}]"
2019,A preconditioned accelerated stochastic gradient descent algorithm,['https://www.semanticscholar.org/paper/A-preconditioned-accelerated-stochastic-gradient-Onose-Mossavat/4d119b347f374141982d42061fe22e0a01ef9220'],[{'Citations': '0'}]
2019,Attentive Task-Agnostic Meta-Learning for Few-Shot Text Classification,['https://www.semanticscholar.org/paper/Attentive-Task-Agnostic-Meta-Learning-for-Few-Shot-Jiang-Havaei/165c415e911e913fe9b90f8f19f44c6ef4215a3f'],"[{'Citations': '7', 'Cite Background': '5', 'Cite Methods': '2'}]"
2019,Open Vocabulary Learning on Source Code with a Graph-Structured Cache,['https://www.semanticscholar.org/paper/Open-Vocabulary-Learning-on-Source-Code-with-a-Cvitkovic-Singh/05d8ce6f60a0abd7ffc2ab67c4ef80233cf60f1f'],"[{'Citations': '8', 'Highly Influenced Papers': '1', 'Cite Methods': '5', 'Cite Background': '2', 'Twitter Mentions': '4'}]"
2019,The Natural Language Decathlon: Multitask Learning as Question Answering,['https://www.semanticscholar.org/paper/The-Natural-Language-Decathlon%3A-Multitask-Learning-McCann-Keskar/9784fbf77295860b2e412137b86356d70b25e3c0'],"[{'Citations': '172', 'Highly Influenced Papers': '27', 'Cite Background': '115', 'Cite Methods': '40', 'Cite Results': '6', 'Twitter Mentions': '30'}]"
2019,NEURAL MALWARE CONTROL WITH DEEP REINFORCEMENT LEARNING,['https://www.semanticscholar.org/paper/Neural-Malware-Control-with-Deep-Reinforcement-Wang-Stokes/193d97ece786d507db7a47a6ec16f2b0599b7110'],[{'Citations': '0'}]
2019,Beyond Games: Bringing Exploration to Robots in Real-world,['https://www.semanticscholar.org/paper/Beyond-Games%3A-Bringing-Exploration-to-Robots-in-Pathak-Gandhi/e343d441b27eb079809460bf787f02cd87a1fafd'],"[{'Citations': '1', 'Cite Methods': '1'}]"
2019,Overcoming catastrophic forgetting through weight consolidation and long-term memory,['https://www.semanticscholar.org/paper/Overcoming-catastrophic-forgetting-problem-by-and-Wen-Itti/41c6153d75bb7201de0b66b7f65803b04f6822da'],"[{'Citations': '7', 'Cite Background': '3', 'Cite Results': '1', 'Twitter Mentions': '11'}]"
2019,Localized random projections challenge benchmarks for bio-plausible deep learning,['https://www.semanticscholar.org/paper/Localized-random-projections-challenge-benchmarks-Illing-Gerstner/b9beba57f63d9aed111789ba9402bca8e84306ef'],"[{'Citations': '1', 'Cite Methods': '1'}]"
2019,Learning Goal-Conditioned Value Functions with one-step Path rewards rather than Goal-Rewards,['https://www.semanticscholar.org/paper/Learning-Goal-Conditioned-Value-Functions-with-Path-Dhiman-Banerjee/77232cee0ac4bef9f028535d142da4a2f8a95d1d'],[{'Citations': '0'}]
2019,Unsupervised Hyper-alignment for Multilingual Word Embeddings,['https://www.semanticscholar.org/paper/Unsupervised-Hyperalignment-for-Multilingual-Word-Alaux-Grave/115d6dffb5d6866c03ddec57a1779a1ba032613b'],"[{'Citations': '25', 'Highly Influenced Papers': '6', 'Cite Background': '19', 'Cite Methods': '8', 'Cite Results': '3', 'Twitter Mentions': '2'}]"
2019,Synthnet: Learning synthesizers end-to-end,"['https://www.semanticscholar.org/paper/Synthnet%3A-Learning-synthesizers-end-to-end-Schimbinschi-Walder/93cd623ebfac4bb28dd9c8de8e51757bf9e0ef3c', 'https://www.semanticscholar.org/paper/SynthNet%3A-Learning-to-Synthesize-Music-End-to-End-Schimbinschi-Walder/ffb91cce1fc3403ea0f7b151662bef3d569e2979']","[{'Citations': '0'}, {'Citations': '0'}]"
2019,Relational Graph Attention Networks,['https://www.semanticscholar.org/paper/Relational-Graph-Attention-Networks-Busbridge-Sherburn/31c343d741b31daeab7cce6ddb768767523d185e'],"[{'Citations': '8', 'Highly Influenced Papers': '1', 'Cite Methods': '4', 'Cite Background': '2', 'Twitter Mentions': '5'}]"
2019,IEA: Inner Ensemble Average within a convolutional neural network,['https://www.semanticscholar.org/paper/IEA%3A-Inner-Ensemble-Average-within-a-convolutional-Mohamed-Claudel/7f000731280d72fb6344e748dbaf22a52775d482'],"[{'Citations': '1', 'Cite Methods': '1', 'Twitter Mentions': '2'}]"
2019,ChainGAN: A sequential approach to GANs,['https://www.semanticscholar.org/paper/ChainGAN%3A-A-sequential-approach-to-GANs-Hossain-Jamali/729405648886d51d441351dc51ee47cfe53bcaf0'],"[{'Citations': '1', 'Cite Background': '1', 'Twitter Mentions': '2'}]"
2019,Adaptive Convolutional Neural Networks,['https://www.semanticscholar.org/paper/Adaptive-Convolutional-Neural-Networks-Zamora-Vargas/285500eaa9209e5f5a031cbf2d9e703b0598442f'],[{'Citations': '0'}]
2019,Explicit Recall for Efficient Exploration,['https://www.semanticscholar.org/paper/Explicit-Recall-for-Efficient-Exploration-Dong-Mao/feda5298c5a94108659b84c689deab05dd2bfc5c'],"[{'Citations': '2', 'Cite Background': '1', 'Cite Methods': '1'}]"
2019,A Multi-modal one-class generative adversarial network for anomaly detection in manufacturing,['https://www.semanticscholar.org/paper/A-Multi-modal-one-class-generative-adversarial-for-Qu-Lee/08762a8a422445d6b29816d680fd1553d1d31a63'],[{'Citations': '0'}]
2019,Learning to encode spatial relations from natural language,['https://www.semanticscholar.org/paper/Learning-to-encode-spatial-relations-from-natural-Ramalho-Kocisk%C3%BD/f29da8c078ad967ca6535f3865408700921198f0'],[{'Citations': '0'}]
2019,D-GAN: Divergent generative adversarial network for positive unlabeled learning and counter-examples generation,['https://www.semanticscholar.org/paper/D-GAN%3A-Divergent-generative-adversarial-network-for-Dufaux./84a4a53e804ad18228b92fc6d2f3c183c56e4e89'],[{'Citations': '0'}]
2019,Assessing Generalization in Deep Reinforcement Learning,['https://www.semanticscholar.org/paper/Assessing-Generalization-in-Deep-Reinforcement-Packer-Gao/caea502325b6a82b1b437c62585992609b5aa542'],"[{'Citations': '44', 'Highly Influenced Papers': '7', 'Cite Background': '34', 'Cite Methods': '4', 'Cite Results': '3', 'Twitter Mentions': '12'}]"
2019,Where and when to look? Spatial-temporal attention for action recognition in videos,['https://www.semanticscholar.org/paper/Where-and-When-to-Look-Spatio-temporal-Attention-in-Meng-Zhao/b613ea6c4fb5efdf17af090d64e9bdce41e28711'],"[{'Citations': '4', 'Cite Methods': '1', 'Twitter Mentions': '4'}]"
2019,Integrated Steganography and Steganalysis with Generative Adversarial Networks,['https://www.semanticscholar.org/paper/Integrated-Steganography-and-Steganalysis-with-Yu/f4c008cd395bb822fe1c3c0877d7c635697ee011'],[{'Citations': '1'}]
2019,Heated-Up Softmax Embedding,['https://www.semanticscholar.org/paper/Heated-Up-Softmax-Embedding-Zhang-Yu/e3abff67625965c65ec661e0a6c890be5dd280cc'],"[{'Citations': '11', 'Highly Influenced Papers': '1', 'Cite Background': '7', 'Cite Methods': '4', 'Twitter Mentions': '11'}]"
2019,"S3TA: A Soft, Spatial, Sequential, Top-Down Attention Model",['https://www.semanticscholar.org/paper/S3TA%3A-A-Soft%2C-Spatial%2C-Sequential%2C-Top-Down-Model-Mott-Zoran/746aa63109de59c442b40e0f5243f0e61a4193c7'],"[{'Citations': '2', 'Cite Background': '2', 'Cite Methods': '2'}]"
2019,ON THE USE OF CONVOLUTIONAL AUTO-ENCODER FOR INCREMENTAL CLASSIFIER LEARNING IN CONTEXT AWARE ADVERTISEMENT,['https://www.semanticscholar.org/paper/ON-THE-USE-OF-CONVOLUTIONAL-AUTO-ENCODER-FOR-IN-Nwe-Xie/3a25025b96c9abed8c3409d66a42127a01a1c8d3'],[{'Citations': '0'}]
2019,"Look Ma, No GANs! Image Transformation with ModifAE",['https://www.semanticscholar.org/paper/Look-Ma%2C-No-GANs!-Image-Transformation-with-ModifAE-Atalla-Tam/44a8bcea1322417e69a3e5a62cdf7d681007f3b7'],"[{'Citations': '1', 'Cite Background': '1'}]"
2019,Object detection deep learning networks for Optical Character Recognition,['https://www.semanticscholar.org/paper/Object-detection-deep-learning-networks-for-Optical-Bourez-Coquard/bd8b48dacdd2075918b9cc4ef6bf0d252622e23c'],[{'Citations': '0'}]
2019,Learning to Drive by Observing the Best and Synthesizing the Worst,"['https://www.semanticscholar.org/paper/Learning-to-Drive-by-Observing-the-Best-and-the-Bansal-Krizhevsky/a58e0d1142f9024268e1dfed67238d1c308ed33e', 'https://www.semanticscholar.org/paper/ChauffeurNet%3A-Learning-to-Drive-by-Imitating-the-Bansal-Krizhevsky/8e8bc8a9ac9df65c6c2a45efc639baf1ba431fbc']","[{'Citations': '0'}, {'Citations': '133', 'Highly Influenced Papers': '17', 'Cite Background': '91', 'Cite Methods': '41', 'Cite Results': '6'}]"
2019,An adaptive homeostatic algorithm for the unsupervised learning of visual features,['https://www.semanticscholar.org/paper/An-Adaptive-Homeostatic-Algorithm-for-the-Learning-Perrinet/3e7cc957bdc10424a7b016ad378b541d7a45c492'],[{'Citations': '2'}]
2019,Efficient Exploration through Bayesian Deep Q-Networks,['https://www.semanticscholar.org/paper/Efficient-Exploration-Through-Bayesian-Deep-Azizzadenesheli-Brunskill/3f5eefd759da6e85feb55134f5ad7b1f4af8ee3d'],"[{'Citations': '57', 'Highly Influenced Papers': '6', 'Cite Background': '28', 'Cite Methods': '24', 'Cite Results': '1', 'Twitter Mentions': '35'}]"
2019,Radial Basis Feature Transformation to Arm CNNs Against Adversarial Attacks,['https://www.semanticscholar.org/paper/Radial-Basis-Feature-Transformation-to-Arm-CNNs-Taghanaki-Azizi/d26680f8c4964850a21b79dd0261bf81f76eb8af'],[{'Citations': '0'}]
2019,Machine Translation With Weakly Paired Bilingual Documents,['https://www.semanticscholar.org/paper/Machine-Translation-With-Weakly-Paired-Bilingual-Wu-Zhu/57aac8720b578720fb1d48dbd2f814483c2ae68c'],[{'Citations': '1'}]
2019,DVOLVER: Efficient Pareto-Optimal Neural Network Architecture Search,['https://www.semanticscholar.org/paper/DVOLVER%3A-Efficient-Pareto-Optimal-Neural-Network-Michel-Alaoui/29a8d98813db1b96e219a7609f7c6bbf75b0b034'],"[{'Citations': '5', 'Cite Methods': '2', 'Cite Background': '1'}]"
2019,Complementary-label learning for arbitrary losses and models,['https://www.semanticscholar.org/paper/Complementary-Label-Learning-for-Arbitrary-Losses-Ishida-Niu/270eeed634ba0d5235ea0d0d27e0f01499b25ef8'],"[{'Citations': '10', 'Highly Influenced Papers': '2', 'Cite Background': '6', 'Cite Methods': '3', 'Cite Results': '2', 'Twitter Mentions': '2'}]"
2019,Feature Transformers: A Unified Representation Learning Framework for Lifelong Learning,['https://www.semanticscholar.org/paper/Feature-Transformers%3A-A-Unified-Representation-for-Ravishankar-Venkataramani/43d2acfda03f591a0b4e57ff9399e12187765790'],[{'Citations': '0'}]
2019,Functional Bayesian Neural Networks for Model Uncertainty Quantification,['https://www.semanticscholar.org/paper/Functional-Bayesian-Neural-Networks-for-Model-Ye-Zhu/2a4ef9adce631e22f4a0c3b8450a6ff28d9ba8cd'],"[{'Citations': '1', 'Highly Influenced Papers': '1', 'Cite Background': '1', 'Cite Methods': '1'}]"
2019,Learning shared manifold representation of images and attributes for generalized zero-shot learning,['https://www.semanticscholar.org/paper/Learning-shared-manifold-representation-of-images-Suzuki-Iwasawa/84f0a909897c50f743283cbdedeaaf13a7c8bf17'],[{'Citations': '0'}]
2019,Continual Learning via Explicit Structure Learning,['https://www.semanticscholar.org/paper/Continual-Learning-via-Explicit-Structure-Learning-Li-Zhou/087972c66b897e8009f7284ea0b5cd562efcaace'],[{'Citations': '0'}]
2019,In Your Pace: Learning the Right Example at the Right Time,['https://www.semanticscholar.org/paper/In-Your-Pace%3A-Learning-the-Right-Example-at-the-Hacohen-Weinshall/2924a654ed93271d0fbcd1a534da639c56bb7e57'],[{'Citations': '0'}]
2019,Polar Prototype Networks,['https://www.semanticscholar.org/paper/Polar-Prototype-Networks-Mettes-Pol/c6a659772d1f3f40c8d39d24bd05caea94b0c726'],[{'Citations': '0'}]
2019,Meta-Learning for Contextual Bandit Exploration,['https://www.semanticscholar.org/paper/Meta-Learning-for-Contextual-Bandit-Exploration-Sharaf-Daum%C3%A9/30ae05d17cc6946ca972ea56eb5b02dc2a401826'],"[{'Citations': '6', 'Cite Background': '2', 'Cite Methods': '1', 'Twitter Mentions': '3'}]"
2019,FEED: Feature-level Ensemble Effect for knowledge Distillation,['https://www.semanticscholar.org/paper/FEED%3A-Feature-level-Ensemble-for-Knowledge-Park-Kwak/cfa1a6eff349cec56323a0f39ae028dbcb4841a4'],"[{'Citations': '3', 'Highly Influenced Papers': '1', 'Cite Methods': '2', 'Cite Background': '1'}]"
2019,Like What You Like: Knowledge Distill via Neuron Selectivity Transfer,['https://www.semanticscholar.org/paper/Like-What-You-Like%3A-Knowledge-Distill-via-Neuron-Huang-Wang/971fc689ff73e412306057177ee203d0b8f64fd1'],"[{'Citations': '69', 'Highly Influenced Papers': '16', 'Cite Background': '42', 'Cite Methods': '25', 'Twitter Mentions': '13'}]"
