year,title,citations,cite_background,cite_methods,cite_results,twitter_mentions,highly_influenced_papers
2019,Multi-Task Learning for Semantic Parsing with Cross-Domain Sketch,1,1,0,0,0,0
2019,GEOMETRIC AUGMENTATION FOR ROBUST NEURAL NETWORK CLASSIFIERS,0,0,0,0,0,0
2019,Overlapping Community Detection with Graph Neural Networks,3,0,0,0,0,0
2019,A Guider Network for Multi-Dual Learning,0,0,0,0,0,0
2019,Dual Learning: Theoretical Study and Algorithmic Extensions,0,0,0,0,0,0
2019,Real-time Neural-based Input Method,2,0,0,0,2,0
2019,CHEMICAL NAMES STANDARDIZATION USING NEURAL SEQUENCE TO SEQUENCE MODEL,1,0,0,0,0,0
2019,TabNN: A Universal Neural Network Solution for Tabular Data,5,4,2,0,0,1
2019,Learning Representations of Categorical Feature Combinations via Self-Attention,1,0,1,0,0,0
2019,Spatial-Winograd Pruning Enabling Sparse Winograd Convolution,1,0,0,0,4,0
2019,Phrase-Based Attentions,4,4,0,0,0,0
2019,Adaptive Pruning of Neural Language Models for Mobile Devices,3,0,0,1,0,0
2019,Total Style Transfer with a Single Feed-Forward Network,0,0,0,0,0,0
2019,Mixture of Pre-processing Experts Model for Noise Robust Deep Learning on Resource Constrained Platforms,5,4,1,0,0,0
2019,Multi-Scale Stacked Hourglass Network for Human Pose Estimation,1,0,0,0,0,0
2019,A quantifiable testing of global translational invariance in Convolutional and Capsule Networks,1,0,0,0,0,0
2019,Multiple Encoder-Decoders Net for Lane Detection,0,0,0,0,0,0
2019,Unsupervised Video-to-Video Translation,8,3,4,0,3,1
2019,Generative model based on minimizing exact empirical Wasserstein distance,4,2,1,0,0,1
2019,Deli-Fisher GAN: Stable and Efficient Image Generation With Structured Latent Generative Space,0,0,0,0,0,0
2019,Stacking for Transfer Learning,0,0,0,0,0,0
2019,Graph Spectral Regularization For Neural Network Interpretability,1,0,1,0,2,0
2019,RETHINKING SELF-DRIVING : MULTI -TASK KNOWLEDGE FOR BETTER GENERALIZATION AND ACCIDENT EXPLANATION ABILITY,12,9,5,2,4,3
2019,Normalization Gradients are Least-squares Residuals,0,0,0,0,0,0
2019,Task-GAN for Improved GAN based Image Restoration,0,0,0,0,0,0
2019,Morpho-MNIST: Quantitative Assessment and Diagnostics for Representation Learning,6,0,4,0,14,1
2019,Small steps and giant leaps: Minimal Newton solvers for Deep Learning,3,1,2,0,22,0
2019,Characterizing the Accuracy/Complexity Landscape of Explanations of Deep Networks through Knowledge Extraction,0,0,0,0,0,0
2019,When Will Gradient Methods Converge to Max-margin Classifier under ReLU Models?,7,4,0,1,0,0
2019,A NON-LINEAR  THEORY FOR SENTENCE EMBEDDING,0,0,0,0,0,0
2019,The loss landscape of overparameterized neural networks,17,10,0,1,12,0
2019,Stop memorizing: A data-dependent regularization framework for intrinsic pattern learning,2,1,0,0,14,0
2019,Neural Variational Inference For Embedding Knowledge Graphs,0,0,0,0,0,0
2019,Learning Implicit Generative Models by Teaching Explicit Ones,2,1,0,0,7,0
2019,"The GAN Landscape: Losses, Architectures, Regularization, and Normalization",120,62,34,6,944,14
2019,PAIRWISE AUGMENTED GANS WITH ADVERSARIAL RECONSTRUCTION LOSS,2,1,0,0,13,0
2019,Improving Sample-based Evaluation for Generative Adversarial Networks,0,0,0,0,0,0
2019,Tinkering with black boxes: counterfactuals uncover modularity in generative models,0,0,0,0,0,0
2019,Deep Generative Models for learning Coherent Latent Representations from Multi-Modal Data,0,0,0,0,0,0
2019,Mol-CycleGAN - a generative model for molecular optimization,5,1,2,0,0,0
2019,Effective and Efficient Batch Normalization Using Few Uncorrelated Data for Statistics' Estimation,1,1,1,0,0,0
2019,Contextual Recurrent Convolutional Model for Robust Visual Learning,0,0,0,0,0,0
2019,A unified theory of adaptive stochastic gradient descent as Bayesian filtering,4,4,1,0,4,1
2019,MEAN-FIELD ANALYSIS OF BATCH NORMALIZATION,3,1,2,0,6,0
2019,Reconciling Feature-Reuse and Overfitting in DenseNet with Specialized Dropout,0,0,0,0,0,0
2019,PCNN: Environment Adaptive Model Without Finetuning,0,0,0,0,0,0
2019,ATTENTION INCORPORATE NETWORK: A NETWORK CAN ADAPT VARIOUS DATA SIZE,0,0,0,0,0,0
2019,What a difference a pixel makes: An empirical examination of features used by CNNs for categorisation,2,2,0,0,0,0
2019,Trace-back along capsules and its application on semantic segmentation  		,2,0,0,0,2,0
2019,"Neural Network Regression with Beta, Dirichlet, and Dirichlet-Multinomial Outputs",4,2,2,0,0,0
2019,Conditional Inference in Pre-trained Variational Autoencoders via Cross-coding,3,1,3,0,3,0
2019,Neural Rendering Model: Joint Generation and Prediction for Semi-Supervised Learning,7,4,2,0,0,0
2019,Modular Deep Probabilistic Programming,8,7,1,0,0,0
2019,Asynchronous SGD without gradient delay for efficient distributed training,0,0,0,0,0,0
2019,EnGAN: Latent Space MCMC and Maximum Entropy Generators for Energy-based Models,0,0,0,0,0,0
2019,Variational recurrent models for representation learning,0,0,0,0,0,0
2019,HR-TD: A Regularized TD Method to Avoid Over-Generalization,0,0,0,0,0,0
2019,Discovering General-Purpose Active Learning Strategies,3,2,1,0,3,1
2019,Multi-Objective Value Iteration with Parameterized Threshold-Based Safety Constraints,0,0,0,0,0,0
2019,Optimizing for Generalization in Machine Learning with Cross-Validation Gradients,1,0,1,0,9,0
2019,FAVAE: SEQUENCE DISENTANGLEMENT USING IN- FORMATION BOTTLENECK PRINCIPLE,1,1,1,0,0,0
2019,Learning Partially Observed PDE Dynamics with Neural Networks,0,0,0,0,0,0
2019,Weak contraction mapping and optimization,0,0,0,0,0,0
2019,Riemannian Stochastic Gradient Descent for Tensor-Train Recurrent Neural Networks,0,0,0,0,0,0
2019,Unseen Action Recognition with Unpaired Adversarial Multimodal Learning,0,0,0,0,0,0
2019,Unlabeled Disentangling of GANs with Guided Siamese Networks,0,0,0,0,0,0
2019,Local Image-to-Image Translation via Pixel-wise Highway Adaptive Instance Normalization,0,0,0,0,0,0
2019,Empirically Characterizing Overparameterization Impact on Convergence,1,1,0,0,0,0
2019,A Biologically Inspired Visual Working Memory for Deep Networks,1,0,0,0,0,0
2019,Using GANs for Generation of Realistic City-Scale Ride Sharing/Hailing Data Sets,0,0,0,0,0,0
2019,Pushing the bounds of dropout,8,2,4,1,19,0
2019,Traditional and Heavy Tailed Self Regularization in Neural Network Models,25,10,4,4,4,2
2019,ISA-VAE: Independent Subspace Analysis with Variational Autoencoders,2,1,1,0,0,1
2019,Guaranteed Recovery of One-Hidden-Layer Neural Networks via Cross Entropy,9,1,1,0,2,3
2019,Metropolis-Hastings view on variational inference and adversarial training,4,2,2,1,7,0
2019,Open-Ended Content-Style Recombination Via Leakage Filtering,2,0,0,0,2,0
2019,VHEGAN: Variational Hetero-Encoder Randomized GAN for Zero-Shot Learning,0,0,0,0,0,0
2019,A* sampling with probability matching,0,0,0,0,0,0
2019,Maximum a Posteriori on a Submanifold: a General Image Restoration Method with GAN,0,0,0,0,0,0
2019,Ada-Boundary: Accelerating the DNN Training via Adaptive Boundary Batch Selection,0,0,0,0,0,0
2019,A Resizable Mini-batch Gradient Descent based on a Multi-Armed Bandit,21,1,0,0,20,0
2019,Neural Network Cost Landscapes as Quantum States,0,0,0,0,0,0
2019,Over-parameterization Improves Generalization in the XOR Detection Problem,5,2,1,1,5,0
2019,On the effect of the activation function on the distribution of hidden nodes in a deep network,3,0,0,0,9,0
2019,INFORMATION MAXIMIZATION AUTO-ENCODING,0,0,0,0,0,0
2019,Infinitely Deep Infinite-Width Networks,0,0,0,0,0,0
2019,Training Variational Auto Encoders with Discrete Latent Representations using Importance Sampling,0,0,0,0,0,0
2019,An Exhaustive Analysis of Lazy vs. Eager Learning Methods for Real-Estate Property Investment,0,0,0,0,0,0
2019,Graph2Seq: Graph to Sequence Learning with Attention-Based Neural Networks,56,30,26,1,0,9
2019,Scaling shared model governance via model splitting,1,0,1,0,81,0
2019,An Alarm System for Segmentation Algorithm Based on Shape Model,3,1,1,2,0,0
2019,Interpretable Continual Learning,0,0,0,0,0,0
2019,On the Spectral Bias of Neural Networks,59,31,6,2,0,9
2019,REVISTING NEGATIVE TRANSFER USING ADVERSARIAL LEARNING,0,0,0,0,0,0
2019,PIE: Pseudo-Invertible Encoder,1,0,0,0,0,0
2019,Variational Domain Adaptation,0,0,0,0,0,0
2019,Siamese Capsule Networks,15,6,3,0,7,2
2019,Unsupervised Multi-Target Domain Adaptation: An Information Theoretic Approach,17,6,8,2,7,3
2019,Flow++: Improving Flow-Based Generative Models  with  Variational Dequantization and Architecture Design  ,65,18,24,4,2,12
2019,End-to-end learning of pharmacological assays from high-resolution microscopy images,0,0,0,0,0,0
2019,Meta-Learning with Domain Adaptation for Few-Shot Learning under Domain Shift,2,1,0,0,0,0
2019,On-Policy Trust Region Policy Optimisation with Replay Buffers,1,1,0,1,6,1
2019,Stochastic Gradient Descent Learns State Equations with Nonlinear Activations,19,7,4,2,4,2
2019,Identifying Generalization Properties in Neural Networks,19,12,5,2,158,2
2019,Stackelberg GAN: Towards Provable Minimax Equilibrium via Multi-Generator Architectures,6,3,1,0,5,0
2019,Stability of Stochastic Gradient Method with Momentum for Strongly Convex Loss Functions,0,0,0,0,0,0
2019,A Variational Dirichlet Framework for Out-of-Distribution Detection,3,2,1,0,0,1
2019,Optimized Gated Deep Learning Architectures for Sensor Fusion,2,2,0,0,3,0
2019,RESIDUAL NETWORKS CLASSIFY INPUTS BASED ON THEIR NEURAL TRANSIENT DYNAMICS,0,0,0,0,0,0
2019,Better Generalization with On-the-fly Dataset Denoising,5,3,0,1,0,0
2019,Generative Adversarial Networks for Extreme Learned Image Compression,119,59,41,2,495,15
2019,A Synaptic Neural Network and Synapse Learning,0,0,0,0,0,0
2019,Reducing Overconfident Errors outside the Known Distribution,4,2,0,0,0,0
2019,Adversarial Sampling for Active Learning,9,5,4,0,12,1
2019,"Classification from Positive, Unlabeled and Biased Negative Data",9,7,4,0,0,0
2019,Learning Diverse Generations using Determinantal Point Processes,21,9,3,0,1,3
2019,Probabilistic Binary Neural Networks,17,8,11,0,32,1
2019,Geomstats: a Python Package for Riemannian Geometry in Machine Learning,9,4,3,0,134,0
2019,Outlier Detection from Image Data,1,1,0,0,0,0
2019,Investigating CNNs' Learning Representation under label noise,1,1,0,0,0,0
2019,Discriminative out-of-distribution detection for semantic segmentation,14,5,4,1,12,1
2019,DppNet: Approximating Determinantal Point Processes with Deep Networks,2,2,0,0,13,0
2019,Difference-Seeking Generative Adversarial Network,0,0,0,0,0,0
2019,Learning to Search Efficient DenseNet with Layer-wise Pruning,0,0,0,0,0,0
2019,Unsupervised  one-to-many image translation,2,1,0,0,0,0
2019,Calibration of neural network logit vectors to combat adversarial attacks,0,0,0,0,0,0
2019,The Expressive Power of Gated Recurrent Units as a Continuous Dynamical System,0,0,0,0,0,0
2019,A Self-Supervised Method for Mapping Human Instructions to Robot Policies,0,0,0,0,0,0
2019,Detecting Out-Of-Distribution Samples Using Low-Order Deep Features Statistics,5,0,1,0,0,0
2019,Context Dependent Modulation of Activation Function,0,0,0,0,0,0
2019,Reliable Uncertainty Estimates in Deep Neural Networks using Noise Contrastive Priors,41,21,10,0,29,3
2019,DON’T JUDGE A BOOK BY ITS COVER - ON THE DYNAMICS OF RECURRENT NEURAL NETWORKS,0,0,0,0,0,0
2019,Volumetric Convolution: Automatic Representation Learning in Unit Ball,3,2,1,0,2,0
2019,Classification in the dark using tactile exploration,0,0,0,0,0,0
2019,"Deep Imitative Models for Flexible Inference, Planning, and Control",30,18,12,2,126,2
2019,SHE2: Stochastic Hamiltonian Exploration and Exploitation for Derivative-Free Optimization,0,0,0,0,0,0
2019,Universal discriminative quantum neural networks,15,4,2,0,4,0
2019,Bias Also Matters: Bias Attribution for Deep Neural Network Explanation,4,0,1,0,0,0
2019,Dirichlet Variational Autoencoder,5,3,3,0,0,2
2019,DANA: Scalable Out-of-the-box Distributed ASGD Without Retuning,1,0,1,0,0,0
2019,Bayesian Deep Learning via Stochastic Gradient MCMC with a Stochastic Approximation Adaptation,0,0,0,0,0,0
2019,Physiological Signal Embeddings (PHASE) via Interpretable Stacked Models,0,0,0,0,0,0
2019,ReNeg and Backseat Driver: Learning from demonstration with continuous human feedback,0,0,0,0,0,0
2019,Learning  agents with prioritization and parameter noise in continuous state and action space,2,1,0,0,0,0
2019,Gradient Descent Happens in a Tiny Subspace,31,17,4,2,14,4
2019,Nested Dithered Quantization for Communication Reduction in Distributed Training,1,0,0,0,0,0
2019,Learned optimizers that outperform on wall-clock and validation loss,11,6,4,1,85,0
2019,A Walk with SGD: How SGD Explores Regions of Deep Network Loss?,0,0,0,0,0,0
2019,Combining adaptive algorithms and hypergradient method: a performance and robustness study,1,0,0,0,0,0
2019,The Expressive Power of Deep Neural Networks with Circulant Matrices,0,0,0,0,0,0
2019,The Anisotropic Noise in Stochastic Gradient Descent: Its Behavior of Escaping from Minima and Regularization Effects,45,23,4,1,0,7
2019,Stochastic Gradient Push for Distributed Deep Learning,58,36,21,8,12,10
2019,Towards Language Agnostic Universal Representations,19,0,0,0,19,0
2019,Mapping the hyponymy relation of wordnet onto vector Spaces,0,0,0,0,0,0
2019,Model Compression with Generative Adversarial Networks,9,5,3,0,8,2
2019,Efficient Convolutional Neural Network Training with Direct Feedback Alignment,3,2,1,0,12,0
2019, Large-Scale Visual Speech Recognition,28,10,11,2,0,2
2019,The effectiveness of layer-by-layer training using the information bottleneck principle,7,1,0,0,0,0
2019,The Case for Full-Matrix Adaptive Regularization,12,5,5,0,0,2
2019,What Information Does a ResNet Compress?,1,0,0,0,0,0
2019,Information Regularized Neural Networks,1,0,0,0,0,0
2019,NICE: noise injection and clamping estimation for neural network quantization,22,8,13,2,7,2
2019,Mean Replacement Pruning  ,1,0,1,0,0,0
2019,The Effectiveness of Pre-Trained Code Embeddings,1,1,0,0,0,0
2019,Laplacian Networks: Bounding Indicator Function Smoothness for Neural Networks Robustness,4,4,2,1,5,0
2019,Jumpout: Improved Dropout for Deep Neural Networks with Rectified Linear Units,0,0,0,0,0,0
2019,Causal importance of orientation selectivity for generalization in image recognition,2,1,0,0,0,1
2019,Backprop with Approximate Activations for Memory-efficient Network Training,1,0,0,0,0,0
2019,Experience replay for continual learning,44,23,9,0,11,2
2019,Doubly Sparse: Sparse Mixture of Sparse Experts for Efficient Softmax Inference,0,0,0,0,0,0
2019,LARGE BATCH SIZE TRAINING OF NEURAL NETWORKS WITH ADVERSARIAL TRAINING AND SECOND-ORDER INFORMATION,12,7,6,1,7,0
2019,Double Neural Counterfactual Regret Minimization,9,5,3,0,4,2
2019,Escaping Flat Areas via Function-Preserving Structural Network Modifications,0,0,0,0,0,0
2019,DEFactor: Differentiable Edge Factorization-based Probabilistic Graph Generation,14,5,3,0,4,1
2019,Neural Random Projections for Language Modelling,2,0,1,0,12,0
2019,NATTACK: A STRONG AND UNIVERSAL GAUSSIAN BLACK-BOX ADVERSARIAL ATTACK,3,1,2,0,0,2
2019,Improved resistance of neural networks to adversarial images through generative pre-training,0,0,0,0,0,0
2019,Select Via Proxy: Efficient Data Selection For Training Deep Networks,8,5,1,0,0,0
2019,Generalized Capsule Networks with Trainable Routing Procedure,13,7,5,0,6,2
2019,Padam: Closing the Generalization Gap of Adaptive Gradient Methods in Training Deep Neural Networks,46,22,15,0,32,10
2019,Text Embeddings for Retrieval from a Large Knowledge Base,4,1,2,0,3,1
2019,Combining Learned Representations for Combinatorial Optimization,0,0,0,0,0,0
2019,Intriguing Properties of Learned Representations,-1,-1,-1,-1,-1,-1
2019,Predictive Local Smoothness for Stochastic Gradient Methods,2,2,0,0,7,0
2019,Accelerating first order optimization algorithms,0,0,0,0,0,0
2019,An Analysis of Composite Neural Network Performance from Function Composition Perspective,1,1,0,0,0,1
2019,Complexity of Training ReLU Neural Networks,18,5,0,1,10,0
2019,Backdrop: Stochastic Backpropagation,1,0,0,0,129,0
2019,A preconditioned accelerated stochastic gradient descent algorithm,0,0,0,0,0,0
2019,Attentive Task-Agnostic Meta-Learning for Few-Shot Text Classification,7,5,2,0,0,0
2019,Open Vocabulary Learning on Source Code with a Graph-Structured Cache,8,2,5,0,4,1
2019,The Natural Language Decathlon: Multitask Learning as Question Answering,172,115,40,6,30,27
2019,NEURAL MALWARE CONTROL WITH DEEP REINFORCEMENT LEARNING,0,0,0,0,0,0
2019,Beyond Games: Bringing Exploration to Robots in Real-world,1,0,1,0,0,0
2019,Overcoming catastrophic forgetting through weight consolidation and long-term memory,7,3,0,1,11,0
2019,Localized random projections challenge benchmarks for bio-plausible deep learning,1,0,1,0,0,0
2019,Learning Goal-Conditioned Value Functions with one-step Path rewards rather than Goal-Rewards,0,0,0,0,0,0
2019,Unsupervised Hyper-alignment for Multilingual Word Embeddings,25,19,8,3,2,6
2019,Synthnet: Learning synthesizers end-to-end,0,0,0,0,0,0
2019,Relational Graph Attention Networks,8,2,4,0,5,1
2019,IEA: Inner Ensemble Average within a convolutional neural network,1,0,1,0,2,0
2019,ChainGAN: A sequential approach to GANs,1,1,0,0,2,0
2019,Adaptive Convolutional Neural Networks,0,0,0,0,0,0
2019,Explicit Recall for Efficient Exploration,2,1,1,0,0,0
2019,A Multi-modal one-class generative adversarial network for anomaly detection in manufacturing,0,0,0,0,0,0
2019,Learning to encode spatial relations from natural language,0,0,0,0,0,0
2019,D-GAN: Divergent generative adversarial network for positive unlabeled learning and counter-examples generation,0,0,0,0,0,0
2019,Assessing Generalization in Deep Reinforcement Learning,44,34,4,3,12,7
2019,Where and when to look? Spatial-temporal attention for action recognition in videos,4,0,1,0,4,0
2019,Integrated Steganography and Steganalysis with Generative Adversarial Networks,1,0,0,0,0,0
2019,Heated-Up Softmax Embedding,11,7,4,0,11,1
2019,"S3TA: A Soft, Spatial, Sequential, Top-Down Attention Model",2,2,2,0,0,0
2019,ON THE USE OF CONVOLUTIONAL AUTO-ENCODER FOR INCREMENTAL CLASSIFIER LEARNING IN CONTEXT AWARE ADVERTISEMENT,0,0,0,0,0,0
2019,"Look Ma, No GANs! Image Transformation with ModifAE",1,1,0,0,0,0
2019,Object detection deep learning networks for Optical Character Recognition,0,0,0,0,0,0
2019,Learning to Drive by Observing the Best and Synthesizing the Worst,133,91,41,6,0,17
2019,An adaptive homeostatic algorithm for the unsupervised learning of visual features,2,0,0,0,0,0
2019,Efficient Exploration through Bayesian Deep Q-Networks,57,28,24,1,35,6
2019,Radial Basis Feature Transformation to Arm CNNs Against Adversarial Attacks,0,0,0,0,0,0
2019,Machine Translation With Weakly Paired Bilingual Documents,1,0,0,0,0,0
2019,DVOLVER: Efficient Pareto-Optimal Neural Network Architecture Search,5,1,2,0,0,0
2019,Complementary-label learning for arbitrary losses and models,10,6,3,2,2,2
2019,Feature Transformers: A Unified Representation Learning Framework for Lifelong Learning,0,0,0,0,0,0
2019,Functional Bayesian Neural Networks for Model Uncertainty Quantification,1,1,1,0,0,1
2019,Learning shared manifold representation of images and attributes for generalized zero-shot learning,0,0,0,0,0,0
2019,Continual Learning via Explicit Structure Learning,0,0,0,0,0,0
2019,In Your Pace: Learning the Right Example at the Right Time,0,0,0,0,0,0
2019,Polar Prototype Networks,0,0,0,0,0,0
2019,Meta-Learning for Contextual Bandit Exploration,6,2,1,0,3,0
2019,FEED: Feature-level Ensemble Effect for knowledge Distillation,3,1,2,0,0,1
2019,Like What You Like: Knowledge Distill via Neuron Selectivity Transfer,69,42,25,0,13,16
2019,Activity Regularization for Continual Learning,0,0,0,0,0,0
2019,Empirical Study of Easy and Hard Examples in CNN Training,0,0,0,0,0,0
2019,Improving machine classification using human uncertainty measurements,0,0,0,0,0,0
2019,Policy Optimization via Stochastic Recursive Gradient Algorithm,3,1,2,0,0,1
2019,Discriminative Active Learning,17,13,4,2,0,3
2019,Robustness and Equivariance of Neural Networks,0,0,0,0,0,0
2019,Knowledge Distillation from Few Samples,7,3,2,0,0,0
2019,An Automatic Operation Batching Strategy for the Backward Propagation of Neural Networks Having Dynamic Computation Graphs,0,0,0,0,0,0
2019,Graph Learning Network: A Structure Learning Algorithm,1,0,1,0,0,0
2019,Remember and Forget for Experience Replay,12,1,6,1,4,1
2019,Probabilistic Model-Based Dynamic Architecture Search,0,0,0,0,0,0
2019,Talk The Walk: Navigating Grids in New York City through Grounded Dialogue,54,33,8,0,16,2
2019,Large-scale classification of structured objects using a CRF with deep class embedding,1,0,0,0,3,0
2019,Deep Ensemble Bayesian Active Learning : Adressing the Mode Collapse issue in Monte Carlo dropout via Ensembles,5,3,0,0,4,0
2019,MixFeat: Mix Feature in Latent Space Learns Discriminative Space,3,0,1,0,0,0
2019,Question Generation using a Scratchpad Encoder,0,0,0,0,0,0
2019,Interpreting Adversarial Robustness: A View from Decision Surface in Input Space,5,3,0,0,13,1
2019,Sequenced-Replacement Sampling for Deep Learning,20,0,0,0,20,0
2019,Representation-Constrained Autoencoders and an Application to Wireless Positioning,1,0,1,0,0,1
2019,Learn From Neighbour: A Curriculum That Train Low Weighted Samples By Imitating,0,0,0,0,0,0
2019,On the Statistical and Information Theoretical Characteristics of DNN Representations,0,0,0,0,0,0
2019,Trajectory VAE for multi-modal imitation,0,0,0,0,0,0
2019,SIMILE: Introducing Sequential Information towards More Effective Imitation Learning,0,0,0,0,0,0
2019,A   RECURRENT NEURAL CASCADE-BASED MODEL FOR CONTINUOUS-TIME DIFFUSION PROCESS,3,1,0,0,2,0
2019,Multi-task Learning with Gradient Communication,0,0,0,0,0,0
2019,Improving Composition of Sentence Embeddings through the Lens of Statistical Relational Learning,0,0,0,0,0,0
2019,A Variational Autoencoder for Probabilistic Non-Negative Matrix Factorisation,3,1,1,0,0,1
2019,Inferring Reward Functions from Demonstrators with Unknown Biases,1,0,0,0,0,0
2019,Low Latency Privacy Preserving Inference,16,8,5,1,3,3
2019,Ain't Nobody Got Time for Coding: Structure-Aware Program Synthesis from Natural Language,4,1,4,0,10,2
2019,Likelihood-based Permutation Invariant Loss Function for Probability Distributions,3,0,0,0,3,0
2019,Learning to Progressively Plan,5,1,2,0,19,0
2019,"CNNSAT: Fast, Accurate Boolean Satisfiability using Convolutional Neural Networks",0,0,0,0,0,0
2019,Transferring SLU Models in Novel Domains,0,0,0,0,0,0
2019,Fake Sentence Detection as a Training Task for Sentence Encoding,3,1,1,1,27,0
2019,Q-map: a Convolutional Approach for Goal-Oriented Reinforcement Learning,2,1,0,0,153,0
2019,Inter-BMV: Interpolation with Block Motion Vectors for Fast Semantic Segmentation on Video,1,1,1,0,0,1
2019,3D-RelNet: Joint Object and Relational Network for 3D Prediction,5,3,0,0,0,0
2019,Image Score: how to select useful samples,1,0,0,0,0,0
2019,Learning Neuron Non-Linearities with Kernel-Based Deep Neural Networks,2,0,1,0,5,0
2019,DelibGAN: Coarse-to-Fine Text Generation via Adversarial Network,0,0,0,0,0,0
2019,High Resolution and Fast Face Completion via Progressively Attentive GANs,0,0,0,0,0,0
2019,Unsupervised Disentangling Structure and Appearance,0,0,0,0,0,0
2019,Language Model Pre-training for Hierarchical Document Representations,8,4,1,1,0,0
2019,Human Action Recognition Based on Spatial-Temporal Attention,0,0,0,0,0,0
2019,Adversarial Attacks for Optical Flow-Based Action Recognition Classifiers,6,2,0,0,0,0
2019,Computing committor functions for the study of rare events using deep learning with importance sampling,1,1,0,0,0,0
2019,(Unconstrained) Beam Search is Sensitive to Large Search Discrepancies,1,1,0,0,0,0
2019,Multi-turn Dialogue Response Generation in an Adversarial Learning Framework,14,8,6,1,10,2
2019,Zero-Resource Multilingual Model Transfer: Learning What to Share,10,5,1,0,4,1
2019,Inducing Cooperation via Learning to reshape rewards in semi-cooperative multi-agent reinforcement learning,0,0,0,0,0,0
2019,VECTORIZATION METHODS IN RECOMMENDER SYSTEM,0,0,0,0,0,0
2019,The Forward-Backward Embedding of Directed Graphs,0,0,0,0,0,0
2019,Provable Guarantees on Learning Hierarchical Generative Models with Deep CNNs,0,0,0,0,0,0
2019,Contextualized Role Interaction for Neural Machine Translation,2,0,0,0,0,0
2019,Dual Skew Divergence Loss for Neural Machine Translation,2,2,1,0,0,1
2019,On Accurate Evaluation of GANs for Language Generation,34,24,12,3,0,9
2019,Zero-shot Dual Machine Translation,10,5,4,2,22,2
2019,Towards the Latent Transcriptome,5,0,0,0,5,0
2019,On the Relationship between Neural Machine Translation and Word Alignment,0,0,0,0,0,0
2019,"FROM DEEP LEARNING TO DEEP DEDUCING: AUTOMATICALLY TRACKING DOWN NASH EQUILIBRIUM THROUGH AUTONOMOUS NEURAL AGENT, A POSSIBLE MISSING STEP TOWARD GENERAL A.I.",0,0,0,0,0,0
2019,Neural Predictive Belief Representations,13,9,5,0,8,3
2019,Accidental exploration through value predictors,0,0,0,0,0,0
2019,Neural Model-Based Reinforcement Learning for Recommendation,17,10,7,0,2,1
2019,PPO-CMA: Proximal Policy Optimization with Covariance Matrix Adaptation,12,3,4,0,8,2
2019,Unsupervised Meta-Learning for Reinforcement Learning,35,27,10,1,0,4
2019,Set Transformer,56,30,27,2,55,14
2019,Deep Neuroevolution: Genetic Algorithms are a Competitive Alternative for Training Deep Neural Networks for Reinforcement Learning,282,122,85,10,0,22
2019,A Rotation and a Translation Suffice: Fooling CNNs with Simple Transformations,162,105,33,8,0,18
2019,Deep Recurrent Gaussian Process with Variational Sparse Spectrum Approximation,3,3,1,0,2,1
2019,Analysis of Memory Organization for Dynamic Neural Networks,0,0,0,0,0,0
2019,Generative Ensembles for Robust Anomaly Detection,38,22,12,3,137,3
2019,SHAMANN: Shared Memory Augmented Neural Networks,0,0,0,0,0,0
2019,Novel positional encodings to enable tree-structured transformers,8,3,3,0,0,0
2019,Learning Joint Wasserstein Auto-Encoders for Joint Distribution Matching,1,1,0,0,0,0
2019,Meta Learning with Fast/Slow Learners,-1,-1,-1,-1,-1,-1
2019,Domain Generalization via Invariant Representation under Domain-Class Dependency,2,1,0,0,0,0
2019,Hierarchical Attention: What Really Counts in Various NLP Tasks,23,0,0,0,23,0
2019,Learning with Reflective Likelihoods,2,1,0,0,0,0
2019,Adapting Auxiliary Losses Using Gradient Similarity,24,10,9,0,114,3
2019,Model Comparison for Semantic Grouping,1,0,1,0,0,0
2019,Connecting the Dots Between MLE and RL for Sequence Generation,13,8,6,0,8,2
2019,DeepTwist: Learning Model Compression via Occasional Weight Distortion,9,4,3,0,2,0
2019,Excitation Dropout: Encouraging Plasticity in Deep Neural Networks,6,3,1,0,11,0
2019,Measuring Density and Similarity of Task Relevant Information in Neural Representations,0,0,0,0,0,0
2019,ATTENTIVE EXPLAINABILITY FOR PATIENT TEMPORAL EMBEDDING,0,0,0,0,0,0
2019,Feature prioritization and regularization improve standard accuracy and adversarial robustness,1,0,0,0,10,0
2019,A Study of Robustness of Neural Nets Using Approximate Feature Collisions,1,0,1,0,0,0
2019,DEEP HIERARCHICAL MODEL FOR HIERARCHICAL SELECTIVE CLASSIFICATION AND ZERO SHOT LEARNING,0,0,0,0,0,0
2019,Advocacy Learning,0,0,0,0,0,0
2019,Learning with Random Learning Rates.,4,2,1,0,55,1
2019,BLISS in Non-Isometric Embedding Spaces,1,1,1,0,0,0
2019,Pumpout: A Meta Approach for Robustly Training Deep Neural Networks with Noisy Labels,9,6,5,1,6,3
2019,HAPPIER: Hierarchical Polyphonic Music Generative RNN,0,0,0,0,0,0
2019,A Modern Take on the Bias-Variance Tradeoff in Neural Networks,29,15,1,5,7,1
2019,Learning a Neural-network-based Representation for Open Set Recognition,14,6,1,0,6,2
2019,Faster Training by Selecting Samples Using Embeddings,3,1,1,0,0,0
2019,Effective Path: Know the Unknowns of Neural Network,0,0,0,0,0,0
2019,Pseudosaccades: A simple ensemble scheme for improving classification performance of deep nets,0,0,0,0,0,0
